Type,Poem/poet,wordCount,avgWordLength,alliterationFreq,assonanceFreq,consonanceFreq,slantEndRhymeFreq,perfectEndRhymeFreq,identityEndRhymeFreq,endRhymeFreq,soundDevicesFreq,concreteness,imageability,valence,arousal,typeTokenRatio,logWordFreq,objectWords,absWords
19thPoet,"Money,byWilliamHenryDavies/19th",0.432,0.1068,0.0413,0.1172,0.5103,0.074,0.074,0.0185,0.1666,0.6689,2.611639344,360.9918033,5.979574468,4.596595745,0.657534247,1.981177639,0.061643836,0.02739726
19thPoet,"SongofaTrain,byJohnDavidson/19th",0.4728,0.2216,0.0337,0.3089,0.8426,0.0694,0.125,0,0.1944,1.1853,2.67537931,343.1138211,5.5955,4.093833333,0.651933702,2.565482492,0.022099448,0.016574586
19thPoet,"SkySong,byRobertDesnos/19th",0.377,0.218,0.0188,0.3962,0.3396,0.125,0,0,0.125,0.7547,2.893033708,364.2439024,6.219615385,4.308846154,0.41509434,2.337139652,0.047169811,0
19thPoet,"SpringThunder,byMarkvanDoren/19th",0.2884,0.2022,0,0.5263,0.3859,0.0333,0.1666,0,0.1999,0.9122,2.706538462,342.26,6.035,3.973333333,0.796610169,1.816190528,0.050847458,0.033898305
19thPoet,"TheMoonMaiden'sSong,byErnestDowson/19th",0.3295,0.2162,0.0129,0.1948,0.5584,0.1428,0.0714,0,0.2142,0.7662,2.912173913,402.76,6.256451613,3.810967742,0.649350649,2.394876492,0.025974026,0.103896104
19thPoet,"PortraitofaLady,byT.S.Eliot/19th",0.8866,0.2176,0.0293,0.3525,0.5089,0.0775,0.1111,0,0.2015,0.8908,2.532493639,327.0141643,5.83442029,3.90807971,0.464550265,2.203513614,0.039153439,0.035978836
19thPoet,"OdeToBeauty,byRalphWaldoEmerson/19th",0.7283,0.2205,0.0296,0.3577,0.579,0.0962,0.103,0,0.1993,0.9664,2.505454545,336.6393939,5.919194631,4.303959732,0.614770459,2.521482706,0.03992016,0.021956088
19thPoet,"OtherChildren,byPaulEluard/19th",0.2923,0.2056,0.0344,0.4655,0.6379,0.0666,0,0,0.0666,1.1379,2.603703704,352.9361702,5.935,4.132307692,0.728813559,2.097876785,0.084745763,0.050847458
19thPoet,"HenrytheSeventh,byMarriottEdgar/19th",0.7517,0.2021,0.0289,0.3273,0.5189,0.0571,0.0666,0.0047,0.1333,0.8752,2.490483516,314.1108312,5.695461538,4.046,0.498181818,2.179508156,0.023636364,0.016363636
19thPoet,"DustofSnow,byRobertFrost/19th",0.19,0.0725,0.0303,0.3636,0.3333,0,0.1666,0,0.1666,0.7272,2.783548387,347.4642857,5.584545455,3.781818182,0.823529412,2.020832272,0.088235294,0.029411765
19thPoet,"AValentine,byEugeneField/19th",0.4296,0.205,0.0069,0.2937,0.4335,0.0757,0.1515,0,0.2272,0.7342,2.661653543,354.8653846,6.089512195,4.285853659,0.547297297,2.223584672,0.02027027,0
19thPoet,"OnGiving,byRobertGraves/19th",0.3147,0.3033,0.0147,0.4558,0.2941,0.0333,0,0.3333,0.3666,0.7647,2.42,315.9622642,6.1025,4.76875,0.594202899,1.913275631,0,0.014492754
19thPoet,OSingerinBrownbyDameMaryGilmore/19th,0.2884,0.0693,0,0.1578,0.3333,0.1333,0,0.0666,0.2,0.4912,3.179722222,422.2333333,5.916818182,4.017272727,0.517241379,2.865684952,0.103448276,0
19thPoet,"ABrokenAppointment,byThomasHardy/19th",0.3934,0.1253,0.0344,0.3362,0.6465,0,0.119,0,0.119,1.0172,2.481730769,329.6630435,6.006363636,3.831818182,0.72173913,2.023695427,0.008695652,0.026086957
19thPoet,"PiedBeauty,byGerardManleyHopkins/19th",0.3295,0.4162,0.0909,0.3246,0.6233,0.1111,0.2592,0,0.3703,1.0389,2.654038462,349.195122,5.6404,4.2376,0.890410959,2.536380655,0.02739726,0.04109589
19thPoet,"TheBoys,byOliverWendellHolmes/19th",0.6794,0.2075,0.0427,0.3277,0.4228,0.0158,0.1984,0,0.2142,0.7933,2.598226744,338.9272152,5.824016393,4.151557377,0.575903614,2.264103696,0.021686747,0.028915663
19thPoet,"TheTrueLover,byA.E.Housman/19th",0.527,0.1133,0.0218,0.262,0.4628,0.196,0.1568,0,0.3529,0.7467,2.700721154,342.9795918,5.9645,3.962,0.586956522,2.292657511,0.056521739,0.017391304
19thPoet,"ThePoet,byHermannHesse/19th",0.5189,0.2247,0.0181,0.4909,0.5409,0.0344,0.0114,0.0114,0.0689,1.0499,2.639851485,345.0424242,5.967179487,4.028846154,0.588235294,2.499491287,0.018099548,0.040723982
19thPoet,"IamtheReaper,byWilliamErnestHenley/19th",0.4049,0.3091,0.0325,0.3333,0.3983,0.0266,0,0,0.0266,0.7642,2.550927835,352.975,5.404166667,4.259444444,0.606557377,2.640037128,0.032786885,0.049180328
19thPoet,"GONE,byHenrikIbsen/19th",0.2615,0.2039,0.04,0.24,0.72,0.1333,0.1,0,0.2666,1,2.701777778,350.3414634,6.122142857,4.132142857,0.769230769,2.064668951,0.038461538,0
19thPoet,"GentleLady,DoNotSing,byJamesJoyce/19th",0.2461,0.1262,0.0652,0.413,0.3913,0.0555,0.0555,0.1111,0.2222,0.8695,2.498333333,366.7,5.9905,4.0825,0.70212766,2.348725934,0.021276596,0.021276596
19thPoet,"ContemplationOfTheSword,byRobinsonJeffers/19th",0.6709,0.3105,0.0244,0.3765,0.6992,0.0884,0,0,0.102,1.1002,2.512881844,333.3421927,5.283191489,4.617446809,0.542079208,2.172642499,0.061881188,0.032178218
19thPoet,"ACalendarofSonnets:May,byHelenHuntJackson/19th",0.3967,0.2067,0.0932,0.3305,0.5,0,0.25,0,0.25,0.9237,2.427378641,330.8117647,6.220285714,4.132857143,0.745762712,2.35301531,0.016949153,0.042372881
19thPoet,"TheBalladoftheKing'sJest,byRudyardKipling/19th",0.8894,0.1323,0.028,0.3416,0.46,0.0683,0.1225,0,0.1994,0.8296,2.534725,328.3124108,5.611714286,4.13044898,0.440713536,2.258313053,0.029380902,0.025183631
19thPoet,"Wealth,byJoyceKilmer/19th",0.3557,0.2177,0,0.3763,0.4086,0.0303,0.1818,0,0.2121,0.7849,2.439871795,322.9402985,5.877241379,4.145517241,0.808510638,2.557233777,0.031914894,0.010638298
19thPoet,"OdetotheNortheastWind,byCharlesKingsley/19th",0.5819,0.3088,0.0379,0.2689,0.4965,0.0353,0.0858,0,0.1262,0.8034,2.808232759,360.6630435,5.474271845,3.972135922,0.65625,2.736319567,0.03125,0.024305556
19thPoet,"AnAprilDay,byHenryWadsworthLongfellow/19th",0.509,0.3044,0.043,0.3779,0.7129,0.0555,0.1555,0,0.2111,1.1339,2.639819277,349.4577465,6.306031746,3.937936508,0.668292683,2.56541823,0.043902439,0.014634146
19thPoet,"TheFaithlessWife,byFedericoGarciaLorca/19th",0.5756,0.2039,0.0212,0.3922,0.5265,0.132,0.0062,0,0.1509,0.9399,2.71248927,350.911215,5.98703125,4.01125,0.555160142,2.327738572,0.028469751,0.014234875
19thPoet,"IntheStreet,byHenryLawson/19th",0.5792,0.2062,0.0243,0.4146,0.554,0,0.0952,0,0.1071,0.993,2.434747082,321.5064935,5.385128205,4.412820513,0.513793103,2.150918514,0.020689655,0.024137931
19thPoet,"Science-fictionCradlesong,byC.S.Lewis/19th",0.4246,0.1309,0.0647,0.2805,0.6546,0.0151,0.1818,0,0.1969,1,2.711048387,353.3097345,5.846222222,3.830888889,0.68115942,2.047497128,0.050724638,0.014492754
19thPoet,"ThePobbleWhoHasNoToes,byEdwardLear/19th",0.6163,0.2172,0.0602,0.3072,0.506,0.0217,0.1231,0.0217,0.1666,0.8734,2.663763838,338.4032922,6.011290323,3.704193548,0.5,2.229826379,0.021084337,0.012048193
19thPoet,"Patterns,byAmyLowell/19th",0.8008,0.2079,0.023,0.3634,0.4923,0.0716,0.0685,0.0093,0.1557,0.8788,2.71646098,344.8131213,5.954114286,3.951257143,0.417310665,2.282356358,0.023183926,0.021638331
19thPoet,"Butterfly,byDavidHerbertLawrence/19th",0.4234,0.2206,0.0144,0.3478,0.5289,0.0757,0.0151,0.0151,0.1212,0.8913,2.973644068,365.3714286,6.162,3.6764,0.526315789,2.272358477,0.07518797,0.007518797
19thPoet,"TheDandelion,byVachelLindsay/19th",0.3163,0.2161,0.0289,0.2173,0.3768,0.0666,0.0666,0,0.1666,0.6231,2.672727273,347.4,5.908461538,4.198846154,0.850746269,2.197918651,0.014925373,0.044776119
19thPoet,"FromOneAugurtoAnother,byEmmaLazarus/19th",0.3803,0.3064,0.0185,0.2407,0.3888,0.1388,0.1388,0,0.2777,0.6481,2.513125,330.9411765,6.394444444,3.716296296,0.719626168,2.350964846,0.056074766,0.009345794
19thPoet,"ASongOfEternityInTime,bySidneyLanier/19th",0.3852,0.2142,0.027,0.3783,0.5585,0.0476,0.238,0,0.2857,0.9639,2.670306122,354.6341463,5.64625,4.4703125,0.747747748,2.649838816,0.027027027,0.018018018
19thPoet,"AReminiscence,byAmyLevy/19th",0.3311,0.2033,0,0.2564,0.3333,0,0.1666,0,0.1666,0.5897,2.497692308,331.0169492,5.741578947,4.274736842,0.782051282,2.647442071,0.064102564,0.012820513
19thPoet,"Baptism,byClaudeMcKay/19th",0.3786,0.2092,0.0747,0.3177,0.5887,0.0277,0.25,0,0.2777,0.9813,2.721704545,355.8902439,5.427317073,4.315365854,0.719626168,2.682799821,0.056074766,0.018691589
19thPoet,"AtEase,byWalterdelaMare/19th",0.3245,0.1226,0.0135,0.3918,0.6621,0.2,0.0333,0,0.2333,1.0675,2.368591549,310.3709677,5.628076923,3.975384615,0.727272727,2.159143816,0,0.038961039
19thPoet,"ApostropheToMan,byEdnaSt.VincentMillay/19th",0.3639,0.4276,0.0306,0.3367,0.653,0.0625,0,0,0.0625,1.0204,2.743333333,352.5294118,5.201395349,4.300697674,0.797979798,2.715911039,0.02020202,0.02020202
19thPoet,"TheMorningWalk,byA.A.Milne/19th",0.273,0.1209,0.0377,0.1509,0.4339,0.1111,0.1111,0,0.2777,0.6226,2.516097561,322.8095238,6.015384615,4.031538462,0.754716981,1.989760443,0.056603774,0
19thPoet,"ABalladofJohnSilver,byJohnMasefield/19th",0.5783,0.2183,0.0244,0.3776,0.5769,0.1304,0.1739,0,0.3188,0.979,2.491288889,314.5260417,5.663090909,4.116363636,0.602150538,2.326151614,0.025089606,0
19thPoet,"RobertFultonTanner,byEdgarLeeMasters/19th",0.4493,0.2004,0.0251,0.2955,0.4088,0.0666,0,0.0166,0.0833,0.7295,2.731478873,333.7295082,5.394259259,4.48537037,0.66875,2.284833788,0.04375,0.025
19thPoet,"ButterflyLaughter,byKatherineMansfield/19th",0.3377,0.2297,0.0487,0.4146,0.6097,0.0303,0,0,0.0606,1.0731,2.755733333,354.1,6.465185185,4.028518519,0.674698795,2.035626932,0.024096386,0.036144578
19thPoet,"NearAvalon,byWilliamMorris/19th",0.3639,0.303,0.0204,0.3061,0.6224,0.0952,0.2857,0.0238,0.4047,0.9489,2.799240506,355.6764706,5.704444444,3.75962963,0.680412371,2.385479614,0.113402062,0.010309278
19thPoet,"Quebec,byJohnMcCrae/19th",0.3032,0.2258,0.0163,0.377,0.3606,0.0555,0.1111,0,0.1666,0.754,2.611538462,360.9090909,5.817083333,4.457916667,0.75,2.802482212,0.03125,0
19thPoet,"AnAddresstoShakespeare,byWilliamTopazMcGonagall/19th",0.6212,0.2286,0.0088,0.4306,0.5014,0.3333,0.1397,0.043,0.5376,0.941,2.394948454,323.4251012,5.853366337,4.121584158,0.563421829,2.475182796,0.02359882,0.014749263
19thPoet,"ModernLoveXLV:ItIstheSeason,byGeorgeMeredith/19th",0.4111,0.2118,0.0156,0.375,0.3984,0.0952,0.1428,0,0.238,0.789,2.702075472,359.7684211,5.8535,4.0655,0.700787402,2.426305446,0.047244094,0.039370079
19thPoet,"AtNightfall,byLucyMaudMontgomery/19th",0.5135,0.2018,0.0233,0.257,0.5186,0.0757,0.0909,0.0151,0.1969,0.799,2.469572193,315.525,5.877457627,3.857627119,0.576744186,2.502460965,0.004651163,0.023255814
19thPoet,"CradleSong,bySarojiniNaidu/19th",0.318,0.2328,0.0714,0.2857,0.5428,0,0.1666,0,0.1666,0.8999,2.902115385,382.7291667,6.5168,4.0164,0.686567164,2.58335939,0.059701493,0
19thPoet,"Exposure,byWilfredOwen/19th",0.6191,0.3182,0.0476,0.4017,0.6071,0.0666,0,0.0083,0.1,1.0565,2.671240602,344.4878049,5.420638298,4.068617021,0.690690691,2.619031978,0.027027027,0.018018018
19thPoet,"TheCityInTheSea,byEdgarAllanPoe/19th",0.6085,0.306,0.0373,0.4112,0.5358,0.0522,0.1633,0,0.2418,0.9844,2.44541502,316.6080402,5.423648649,3.928108108,0.612698413,2.537419074,0.015873016,0.012698413
19thPoet,"AFairlySadTale,byDorothyParker/19th",0.4456,0.2008,0.0128,0.3076,0.4871,0.0909,0.0909,0.0151,0.1969,0.8076,2.42023622,326.1929825,5.98547619,4.364761905,0.698717949,2.434176678,0.032051282,0.025641026
19thPoet,"TheNeedle,byEzraPound/19th",0.3868,0.1309,0.0178,0.3125,0.4553,0,0.0769,0,0.1025,0.7857,2.539134615,335.3478261,5.515128205,4.081538462,0.716814159,2.195912603,0.07079646,0.061946903
19thPoet,"Camouflage,byAndrewBartonPaterson/19th",0.5288,0.2031,0.0389,0.2987,0.4502,0.0185,0.1481,0,0.1666,0.7878,2.713282051,329.3154762,5.303125,3.90609375,0.584745763,2.299946565,0.050847458,0.008474576
19thPoet,"WhatWouldIGive,byChristinaRossetti/19th",0.3754,0.1163,0.0666,0.1333,0.5333,0.0952,0.0952,0,0.1904,0.7333,2.438539326,333.1395349,5.742,4.087428571,0.638095238,1.984476502,0.038095238,0
19thPoet,"Rememberance,byRainerMariaRilke/19th",0.3672,0.2178,0.01,0.35,0.54,0.0555,0,0,0.0833,0.9,2.490777778,305.4666667,5.896666667,3.994074074,0.643564356,2.47718873,0.04950495,0.03960396
19thPoet,"Karma,byEdwinArlingtonRobinson/19th",0.3803,0.2055,0.0648,0.3518,0.4259,0.1388,0.1944,0,0.3333,0.8425,2.454105263,322.6190476,5.911904762,4.40952381,0.660550459,2.157020023,0.027522936,0.018348624
19thPoet,"Frolic,byGeorgeWilliamRussell/19th",0.3245,0.2275,0.054,0.5,0.4189,0.0333,0.1,0,0.1333,0.9729,2.432063492,318.8727273,6.624444444,4.173333333,0.662162162,2.378070516,0,0.013513514
19thPoet,"Chicago,byCarlSandburg/19th",0.5774,0.2265,0.0315,0.4561,0.4245,0.0967,0,0,0.0967,0.9122,2.79192,346.2156863,5.264158416,4.419405941,0.561403509,2.402991662,0.021052632,0.010526316
19thPoet,"TheSnowMan,byWallaceStevens/19th",0.3786,0.1302,0.0093,0.4579,0.5514,0.1282,0,0.0256,0.1538,1.0186,2.4085,310.7126437,5.803793103,3.9,0.542056075,2.001957397,0.009345794,0.037383178
19thPoet,"TheMermaid,byLordAlfredTennyson/19th",0.6652,0.125,0.0224,0.2892,0.4488,0.0595,0.1666,0.0416,0.2857,0.7605,2.608274854,336.4483871,6.005078125,3.856875,0.439393939,2.000550296,0.025252525,0.01010101
19thPoet,"Tears,byWaltWhitman/19th",0.3967,0.3215,0.1016,0.3728,0.6864,0.2121,0,0.0303,0.2424,1.161,2.778876404,360.8888889,5.579428571,3.992,0.655462185,2.395147241,0.016806723,0.042016807
19thPoet,"TheGreatFigure,byWilliamCarlosWilliams/19th",0.1699,0.2244,0,0.3448,0.4137,0.0303,0,0,0.0303,0.7586,3.069583333,386.4736842,5.05125,4.7525,0.903225806,2.466524147,0.064516129,0
19thPoet,"APrayerForMyDaughter,byWilliamButlerYeats/19th",0.7557,0.3029,0.0338,0.4064,0.59,0.0769,0.0982,0,0.1752,1.0303,2.43012605,330.8164251,5.786703911,4.238435754,0.541818182,2.450135583,0.036363636,0.041818182
