Poem/poet	wordCount	$Freq	'Freq	"""Freq"	(Freq	)Freq	",Freq"	#NAME?	?Freq	!Freq	.Freq	:Freq	;Freq	...Freq	CCFreq	CDFreq	DTFreq	EXFreq	FWFreq	INFreq	JJFreq	JJRFreq	JJSFreq	LSFreq	MDFreq	NNFreq	NNPFreq	NNPSFreq	properNounFreq	NNSFreq	PDTFreq	POSFreq	PRPFreq	PRP$Freq	RBFreq	RBRFreq	RBSFreq	RPFreq	SYMFreq	TOFreq	UHFreq	VBFreq	VBDFreq	VBGFreq	VBNFreq	VBPFreq	VBZFreq	WDTFreq	WPFreq	WP$Freq	WRBFreq	numLines	avgLineLength	1SGNFreq	2SGNFreq	3SGMFreq	3SGFFreq	3SGNFreq	1PLNFreq	2PLNFreq	3PLNFreq	contractionsFreq	avgWordLength	alliterationFreq	assonanceFreq	consonanceFreq	slantEndRhymeFreq	semiEndRhymeFreq	perfectEndRhymeFreq	identityEndRhymeFreq	adjFreq	nounFreq	verbFreq	conjFreq	topNounFreq	topAdjFreq	topVerbFreq	numStanzas	avgLinesPerStanza	comparativesFreq	soundDevicesFreq	partialEndRhymeFreq	fullEndRhymeFreq	endRhymeFreq
"Aubade:SomePeaches,AfterStorm,byCarlPhillips/Poet"	0.4086	0	0	0	0	0	0.1181	0	0	0	0.0393	0.0078	0.0078	0	0.0078	0	0.1023	0.0078	0	0.1259	0.0629	0.0078	0	0	0.0393	0.1102	0	0	0	0.0393	0	0	0.0708	0.0157	0.1338	0.0078	0	0	0	0.0078	0.0078	0.0472	0.0393	0.0078	0.0551	0.0236	0.0551	0	0.0078	0.0078	0.0236	0.375	0.2572	0.0078	0.0236	0	0	0.0314	0	0	0.0236	0.0157	0.2257	0.0476	0.2698	0.5396	0.0606	0	0.0151	0.0151	0.0708	0.1496	0.1653	0.1338	0.0157	0.0078	0.0236	0.15	1	0.0157	0.8571	0.0606	0.0303	0.0909
"CrossingTheWater,SylviaPlath/Poet"	0.359	0	0	0	0	0	0.052	0	0.0208	0	0.0833	0.0104	0.0104	0	0.0208	0.0104	0.125	0	0	0.0937	0.1458	0	0	0	0.0104	0.1458	0.0104	0	0.0104	0.125	0	0	0.052	0.0208	0.0416	0	0	0	0	0.0104	0	0.0312	0	0.0208	0	0.0625	0.052	0	0	0	0.0104	0.2222	0.3333	0	0.0104	0	0	0.0104	0.0208	0	0.0312	0	0.2208	0.0631	0.5263	0.6631	0.0333	0	0	0	0.1562	0.2812	0.1458	0.1145	0.0104	0.0416	0.052	0.35	0.25	0	1.2526	0.0333	0	0.0333
"Power,byAdrienneRich/Poet"	0.4086	0	0	0	0	0	0	0	0	0	0.0157	0.0078	0	0	0.0236	0.0078	0.1338	0	0	0.1574	0.0551	0	0	0	0.0157	0.1968	0.0157	0	0.0157	0.0629	0	0	0.0629	0.0551	0.0157	0	0	0	0	0.0078	0	0.0157	0.0551	0.0551	0.0157	0	0.0078	0	0	0	0	0.2777	0.3245	0.0078	0	0	0.0944	0.0078	0.0078	0	0	0	0.3018	0.0317	0.4523	0.4603	0.1333	0.0222	0	0.0222	0.0629	0.2755	0.0787	0.1811	0.0157	0.0078	0.0157	0.35	0.4125	0	0.9444	0.1555	0.0222	0.1777
"RootCellar,byTheodoreRoethke/Poet"	0.3262	0	0	0	0	0	0.171	0	0	0.0131	0.0394	0.0131	0	0	0.0263	0	0.0789	0	0	0.1447	0.1578	0	0	0	0.0263	0.1842	0.0526	0	0.0526	0.1052	0	0	0	0	0.0526	0	0	0	0	0	0	0.0263	0.0526	0.0263	0.0131	0	0.0131	0	0.0131	0	0	0.2111	0.3151	0	0	0	0	0	0	0	0	0	0.3192	0.04	0.28	0.7333	0.1851	0	0	0	0.1578	0.3421	0.0921	0.171	0.0263	0.0131	0.0131	0.05	1	0	1.0533	0.1851	0	0.1851
"TheRoomofMyLife,byAnneSexton/Poet"	0.4975	0	0	0	0	0	0.1105	0	0	0	0.0351	0	0	0	0.0301	0.01	0.1959	0	0	0.1256	0.01	0	0	0	0	0.216	0.01	0	0.01	0.1105	0.005	0	0.0301	0.0301	0.0351	0	0	0.01	0	0.0201	0	0.0251	0.005	0.0402	0.0201	0.0201	0.0251	0.015	0.005	0	0	0.4625	0.2671	0.0402	0	0	0	0.0201	0	0	0	0	0.213	0.0151	0.3686	0.4898	0.0404	0.0202	0	0.0101	0.0201	0.3366	0.0753	0.1557	0.01	0.005	0.01	0.05	1	0	0.8737	0.0606	0.0101	0.0707
"HerKind,byAnneSexton/Poet"	0.4271	0	0	0	0	0	0.1338	0	0	0	0.0633	0.014	0.014	0	0.014	0	0.1197	0	0	0.0985	0.0915	0	0	0	0	0.1408	0	0	0	0.1267	0	0	0.0563	0.0704	0.0281	0	0	0.007	0	0.007	0	0.007	0.0211	0.0422	0.0633	0.0633	0.0211	0	0	0	0.014	0.3375	0.3126	0.0774	0.0211	0	0.0211	0	0	0	0.007	0	0.2248	0.0141	0.2907	0.5531	0.2631	0.0877	0.1754	0	0.0915	0.2676	0.1126	0.1126	0.0281	0.014	0.0492	0.25	0.6499	0	0.8581	0.3508	0.1754	0.5263
"Fork,byCharlesSimic/Poet"	0.2923	0	0	0	0	0	0.0847	0	0	0	0.0508	0.0169	0	0	0.0169	0	0.1016	0	0	0.1864	0.1186	0	0	0	0.0169	0.2033	0	0	0	0.0338	0	0	0.1016	0.0508	0	0	0	0	0	0.0169	0	0.0338	0	0	0.0169	0.0338	0.0508	0.0169	0	0	0	0.1666	0.3092	0	0.0677	0	0	0.0847	0	0	0	0	0.1333	0	0.3448	0.4482	0.1904	0	0	0	0.1186	0.2372	0.1186	0.2033	0.0169	0.0169	0.0338	0.15	0.425	0	0.7931	0.1904	0	0.1904
"MyNoiselessEntourage,byCharlesSimic/Poet"	0.416	0	0	0	0	0	0.0601	0	0.015	0	0.0601	0	0	0	0.015	0.0225	0.0827	0	0	0.1428	0.0601	0	0.0075	0	0	0.1203	0.0225	0	0.0225	0.03	0	0	0.1428	0.03	0.0751	0	0	0	0	0.0225	0	0.0225	0.1203	0.0225	0.0225	0.0225	0	0	0.0075	0	0.0075	0.35	0.3007	0.0751	0	0.0225	0	0.0225	0.0225	0	0.03	0	0.2165	0.0227	0.3939	0.5227	0.0333	0.05	0	0	0.0902	0.1729	0.1654	0.1578	0.0075	0.0075	0.0451	0.05	1	0.0075	0.9393	0.0833	0	0.0833
"WorkingLate,byLouisSimpson/Poet"	0.5207	0	0	0.0089	0	0	0.0582	0.0044	0.0044	0.0089	0.0493	0	0	0	0.0313	0	0.1659	0.0044	0	0.1569	0.0403	0	0	0	0.0179	0.2331	0.0044	0	0.0044	0.0448	0.0089	0.0134	0.0448	0.0179	0.0538	0	0	0	0	0.0224	0	0.0313	0.0179	0.0358	0.0179	0.0089	0.0269	0.0044	0	0	0.0089	0.4562	0.3093	0.0224	0	0.0179	0.0134	0	0.0089	0	0	0	0.2086	0.018	0.3873	0.3873	0.0729	0	0.0208	0	0.0403	0.2825	0.0852	0.1883	0.0089	0.0089	0.0134	0.4666	0.5333	0	0.7927	0.0729	0.0208	0.0937
"CleaningaFish,byDaveSmith/Poet"	0.5369	0	0	0	0	0	0.0497	0	0	0	0.0705	0	0	0	0.029	0	0.1493	0.0082	0	0.1576	0.0788	0	0.0041	0	0	0.1825	0.0041	0	0.0041	0.058	0	0	0.0497	0.0248	0.0539	0	0	0.0041	0	0.0165	0	0.0165	0.0124	0.0165	0.0331	0.029	0.0622	0	0	0	0.0041	0.475	0.3085	0.0041	0	0	0.0456	0.0124	0.0041	0	0.0082	0	0.2058	0.025	0.3958	0.45	0.0666	0	0	0	0.0829	0.2448	0.1203	0.1867	0.0082	0.0082	0.0248	0.4666	0.6083	0.0041	0.8708	0.0666	0	0.0666
"Pacemaker,byW.D.Snodgrass/Poet"	0.5207	0	0.0044	0.0179	0	0	0.13	0	0	0.0089	0.0269	0	0.0358	0	0.0044	0.0538	0.0762	0	0	0.0627	0.1076	0	0.0044	0	0.0313	0.1883	0.0403	0	0.0403	0.0538	0	0.0179	0.0358	0.0403	0.0627	0	0	0.0089	0	0.0224	0.0044	0.0448	0.0448	0.0134	0.0403	0	0.0179	0	0	0	0.0044	0.4375	0.3198	0.0448	0	0	0	0.0134	0.0089	0	0.0089	0.0044	0.3162	0.045	0.3513	0.6216	0.1264	0.0344	0.0229	0	0.1659	0.2825	0.1076	0.0672	0.0179	0.0179	0.0089	0.62	0.3222	0.0044	1.018	0.1609	0.0229	0.1839
"HayfortheHorses,byGarySynder/Poet"	0.4111	0	0	0.031	0	0	0.0775	0.0155	0	0	0.0465	0	0	0	0.0465	0.0155	0.093	0	0	0.1472	0.0852	0	0	0	0.0077	0.1395	0.0465	0	0.0465	0.0697	0.0077	0	0.0775	0.0155	0.0465	0	0	0.0077	0	0.0155	0	0.031	0.0542	0.0155	0.031	0.0155	0.0155	0.0077	0.0077	0	0.0077	0.375	0.2593	0.062	0	0.0232	0	0	0.0077	0	0	0.0232	0.2289	0.0312	0.3046	0.6484	0.0454	0	0	0	0.1007	0.2558	0.1162	0.1937	0.0155	0.0077	0.0077	0.05	1	0	0.9843	0.0454	0	0.0454
"Oranges,byGarySoto/Poet"	0.5531	0	0	0	0	0	0.1119	0	0	0	0.0501	0	0	0	0.0308	0.0154	0.1158	0	0	0.1389	0.054	0	0	0	0.0038	0.166	0.0231	0	0.0231	0.0501	0	0.0077	0.0888	0.0579	0.0386	0	0	0.0115	0	0.0077	0	0.0115	0.0888	0.0347	0.0347	0.0038	0.0038	0.0038	0.0077	0.0038	0.0077	0.5761	0.2156	0.0849	0	0	0.0386	0.0077	0.0077	0	0.0077	0.0038	0.2079	0.0387	0.3178	0.5465	0.0987	0	0	0	0.0694	0.2393	0.1081	0.1698	0.0077	0.0077	0.0154	0.15	1	0	0.9031	0.0987	0	0.0987
"Glass-BottomBoat,byElizabethSpires/Poet"	0.6056	0	0	0	0	0	0.1194	0	0.0125	0.0094	0.022	0.0062	0	0	0.044	0.0125	0.1289	0	0	0.1446	0.1132	0	0	0	0.0188	0.1666	0.0157	0	0.0157	0.0817	0	0	0.044	0.0157	0.0345	0	0	0.0031	0	0.0094	0	0.0283	0.0251	0.0471	0.0125	0.0188	0.0125	0.0031	0.0031	0.0031	0.0031	0.5761	0.2669	0.0062	0	0	0	0.0062	0.0251	0	0.022	0	0.3006	0.022	0.3753	0.4921	0.0679	0	0.0123	0	0.1257	0.2641	0.0849	0.1886	0.0094	0.0094	0.0094	0.25	1	0	0.8895	0.0679	0.0123	0.0802
"Gin,byDavidSt.John/Poet"	0.612	0	0	0	0	0	0.0948	0	0	0	0.0581	0.003	0.0183	0	0.0244	0.003	0.1284	0	0	0.1345	0.055	0	0.003	0	0	0.2048	0.0152	0	0.0152	0.0672	0	0	0.0703	0.0305	0.055	0	0	0.0122	0	0.0122	0	0.0428	0.0305	0.0428	0.0061	0.0366	0.0122	0	0.003	0	0.0091	0.519	0.3238	0.003	0.0489	0.0061	0.0122	0.0152	0	0	0.0152	0	0.2216	0.0153	0.4018	0.4417	0.0396	0.0238	0	0	0.0611	0.2874	0.1223	0.159	0.0091	0.003	0.0061	0.05	1	0.003	0.8588	0.0634	0	0.0634
"TravelingthroughtheDark,byWilliamStafford/Poet"	0.4469	0	0	0	0	0	0.0443	0.0126	0	0	0.0569	0.0063	0.0379	0	0.0063	0	0.1455	0.0063	0	0.1075	0.0949	0	0.0063	0	0.0126	0.1582	0.0126	0	0.0126	0.0189	0	0	0.0886	0.0506	0.0632	0.0063	0	0.0063	0	0.0189	0	0.0379	0.0632	0.0379	0.0316	0.0063	0.0126	0	0	0	0	0.2888	0.3694	0.0632	0	0	0.0443	0.0126	0.0126	0	0.0063	0	0.2097	0.0445	0.2866	0.4012	0.0833	0	0	0	0.1012	0.1898	0.1202	0.1139	0.0189	0.0126	0.0126	0.4333	0.33	0.0126	0.7324	0.0833	0	0.0833
"NoticeWhatThisPoemIsNotDoing,byWilliamStafford/Poet"	0.3901	0	0	0.0173	0	0	0.113	0.0086	0.0086	0	0.0869	0	0	0	0.026	0	0.226	0	0	0.0434	0.026	0	0	0	0	0.2086	0	0	0	0.0608	0	0	0.0086	0	0.0869	0	0	0	0	0.0173	0	0.026	0	0.0521	0.0521	0.0173	0.0956	0	0.0347	0	0.0173	0.2666	0.3197	0	0.0086	0	0	0	0	0	0	0	0.2028	0.0175	0.4385	0.5087	0.0238	0.0476	0	0	0.026	0.2695	0.1391	0.0695	0.0347	0.0086	0.0347	0.5666	0.15	0	0.9649	0.0714	0	0.0714
"TheDancing,byGeraldStern/Poet"	0.437	0	0	0.0133	0	0	0.12	0.0066	0	0	0.0066	0	0	0	0.0533	0.0133	0.1066	0	0	0.16	0.1	0	0	0	0.0066	0.1666	0.0866	0	0.0866	0.04	0.0133	0.0066	0.0466	0.0466	0.0266	0	0	0	0	0	0.0133	0.02	0.02	0.0533	0.0133	0.0066	0	0	0	0	0	0.3125	0.3315	0.0466	0	0.02	0	0	0.0266	0	0	0	0.216	0.0335	0.3691	0.4496	0.0196	0.0196	0	0.0196	0.1133	0.2933	0.0466	0.2133	0.0133	0.0066	0.0133	0.05	1	0	0.8523	0.0392	0.0196	0.0588
"ThePrediction,byMarkStrand/Poet"	0.3704	0	0	0	0	0	0.1359	0	0	0	0.0097	0.0097	0	0	0.0485	0	0.1747	0	0	0.1456	0.0679	0	0	0	0	0.2233	0	0	0	0.0776	0	0	0.0194	0.0776	0	0	0	0	0	0.0194	0	0.0097	0.0291	0.1067	0	0	0	0	0	0	0	0.2222	0.3645	0	0	0.0097	0.0679	0.0194	0	0	0	0	0.2148	0.0294	0.4607	0.6078	0.0666	0	0	0	0.0679	0.3009	0.0388	0.1941	0.0291	0.0097	0.0194	0.25	0.35	0	1.098	0.0666	0	0.0666
"TheNight,ThePorch,byMarkStrand/Poet"	0.4037	0	0	0	0	0	0.0731	0	0	0	0.065	0	0	0	0.0569	0.0081	0.0975	0.0081	0	0.1219	0.0243	0.0162	0.0081	0	0.0406	0.13	0.0162	0	0.0162	0.0081	0	0	0.065	0.0081	0.0569	0	0	0	0	0.0487	0	0.0731	0.0081	0.0487	0.0162	0.0406	0.0569	0	0.0325	0.0081	0	0.2111	0.4696	0	0	0	0	0.0162	0.0487	0	0.0081	0	0.1262	0.0327	0.2704	0.4508	0.1481	0	0	0	0.0569	0.1544	0.1788	0.1788	0.0081	0.0081	0.0406	0.05	1	0.0243	0.754	0.1481	0	0.1481
"Letter,byJeanValentine/Poet"	0.4037	0	0	0	0	0	0.0894	0	0	0	0.1056	0.0162	0	0	0.0162	0.0162	0.1869	0	0	0.065	0.0569	0	0	0	0	0.2764	0	0	0	0.0487	0	0	0.0487	0.065	0.0325	0	0	0	0	0.0243	0	0.0325	0.0081	0.0243	0	0.0325	0.0325	0	0.0162	0	0	0.2777	0.3205	0.065	0.0081	0	0.0162	0.0081	0.0162	0	0	0.0081	0.2216	0.0901	0.5245	0.459	0.0666	0.0222	0	0.0222	0.0731	0.3252	0.1056	0.0813	0.0243	0.0162	0.0162	0.4666	0.2416	0	1.0737	0.0888	0.0222	0.1111
"Year‰ÛªsEnd,byEllenBryantVoigt/Poet"	0.5099	0	0	0	0	0	0.0853	0	0	0	0.0284	0.0047	0	0	0.0521	0.0047	0.1469	0	0	0.1232	0.0995	0	0	0	0.0094	0.1848	0.0047	0	0.0047	0.0521	0	0	0.0379	0.0331	0.0379	0	0	0.0047	0	0.0284	0	0.0379	0.0616	0.0236	0.0142	0.0189	0.0047	0	0.0047	0	0.0142	0.4562	0.3034	0	0	0.0284	0.0094	0.0142	0.0189	0	0	0	0.2107	0.019	0.3714	0.5857	0.1458	0.0104	0	0.0104	0.1042	0.2417	0.1232	0.1753	0.0094	0.0094	0.0094	0.25	1	0	0.9761	0.1562	0.0104	0.1666
"InTracklessWoods,byRichardWilbur/Poet"	0.3786	0	0	0	0	0	0.074	0	0	0	0.0277	0	0	0	0.0462	0.0092	0.1018	0.0092	0	0.1388	0.1018	0	0	0	0.0185	0.1111	0.0185	0	0.0185	0.0833	0	0	0.0648	0.0092	0.0462	0	0	0	0	0.0555	0	0.0648	0.0555	0	0.0462	0	0	0.0092	0	0	0	0.2444	0.3285	0.0462	0	0	0	0.0092	0.0092	0	0.0092	0	0.2104	0.0093	0.2897	0.4953	0.0555	0	0.1388	0	0.1111	0.2129	0.1203	0.1851	0.0185	0.0092	0.0185	0.05	1	0	0.7943	0.0555	0.1388	0.1944
"TheSinging,byC.K.Williams/Poet"	0.6269	0	0	0.0287	0	0	0	0	0	0	0	0	0	0	0.0316	0.0143	0.1034	0.0028	0	0.0977	0.066	0.0028	0.0028	0	0.0143	0.1264	0	0	0	0.0172	0.0057	0	0.1379	0.0258	0.0775	0	0	0.0057	0	0.0201	0	0.0344	0.1178	0.0258	0.0229	0.0172	0.0114	0.0172	0	0	0.0201	0.5904	0.2724	0.0632	0	0.0517	0	0.0201	0.0229	0	0.0057	0.0258	0.2139	0.0547	0.3573	0.4812	0.0935	0	0	0.0058	0.0862	0.1436	0.181	0.1293	0.0114	0.0086	0.0258	0.64	0.545	0.0057	0.8933	0.0935	0.0058	0.0994
"MoreBluesandtheAbstractTruth,byC.D.Write/Poet"	0.5396	0	0	0	0	0	0.0327	0	0	0	0.1516	0.004	0.0081	0	0.0614	0	0.1516	0	0	0.0983	0.0368	0	0	0	0	0.2131	0.0491	0	0.0491	0.045	0	0	0.0491	0.0122	0.0573	0	0	0.004	0	0.0204	0.004	0.0491	0.0204	0.0122	0.004	0.0204	0.0655	0	0	0	0.0204	0.4875	0.3042	0.0204	0.0163	0	0.0163	0.0081	0	0	0	0	0.1327	0.0329	0.3909	0.4897	0.054	0	0.009	0	0.0368	0.3073	0.1557	0.1598	0.0204	0.004	0.0163	0.35	0.9375	0	0.9135	0.054	0.009	0.063
"ApproximatelyForever,byC.D.Wright/Poet"	0.3196	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0277	0	0.1388	0	0	0.0972	0.0972	0	0	0	0.0138	0.1527	0	0	0	0.0138	0	0	0.125	0.0138	0.0416	0	0	0.0277	0	0.0138	0	0.0138	0.125	0.0416	0.0416	0	0	0	0.0138	0	0	0.2444	0.2535	0	0	0.0138	0.0833	0.0138	0	0	0.0277	0	0.2194	0.014	0.3661	0.4788	0.1388	0.0277	0	0	0.0972	0.1666	0.1388	0.125	0.0138	0.0138	0.0416	0.5333	0.15	0	0.8591	0.1666	0	0.1666
"ClearNight,byCharlesWright/Poet"	0.4024	0	0	0	0	0	0.0491	0	0.0163	0	0.0983	0	0	0	0.0819	0	0.1229	0	0	0.0983	0.0819	0	0	0	0	0.1721	0.0163	0	0.0163	0.0655	0	0	0.0491	0.0245	0.0081	0	0	0.0081	0	0.0491	0	0.0491	0.0081	0	0.0491	0.0573	0.0163	0	0.0163	0	0	0.2222	0.4527	0.0491	0	0	0	0	0	0	0.0245	0	0.1311	0.033	0.2396	0.6363	0.2	0.0666	0	0.0333	0.0819	0.254	0.1311	0.1803	0.0163	0.0081	0.0327	0.25	0.35	0	0.909	0.2666	0.0333	0.3
"LyinginaHammockatWilliamDuffy‰ÛªsFarminPineIsland,Minnesota,byJamesWright/Poet"	0.3377	0	0	0	0	0	0.0963	0	0	0	0.0722	0	0	0	0.012	0.024	0.1566	0	0	0.1927	0.0722	0	0	0	0	0.2048	0.012	0	0.012	0.0963	0	0	0.0361	0.0361	0.0361	0	0	0.012	0	0.012	0	0	0	0.012	0.012	0.0481	0.024	0	0	0	0	0.2333	0.3064	0.0722	0	0	0	0	0	0	0	0	0.2216	0.0121	0.439	0.5609	0.1212	0	0	0	0.0963	0.3132	0.0722	0.2048	0.012	0.012	0.012	0.05	1	0	1.0121	0.1212	0	0.1212
"ABlessing,byJamesWright/Poet"	0.4641	0	0	0	0	0	0.0465	0	0	0	0.0697	0	0	0	0.029	0.0116	0.093	0.0058	0	0.1453	0.0639	0.0058	0	0	0.0174	0.1279	0.0232	0	0.0232	0.0697	0	0	0.1104	0.0465	0.0581	0	0	0	0	0.029	0	0.029	0.0116	0.0058	0.0232	0.0523	0.029	0.0058	0	0	0.0058	0.375	0.3194	0.0639	0	0	0.029	0	0.0116	0	0.0523	0	0.2131	0.0116	0.2748	0.4093	0.106	0	0	0	0.0813	0.2209	0.122	0.1744	0.0058	0.0058	0.0174	0.05	1	0.0058	0.6959	0.106	0	0.106
