Poem/poet,Type,year,imagist,time,expertise,alliterationFreq,assonanceFreq,consonanceFreq,slantEndRhymeFreq,perfectEndRhymeFreq,identityEndRhymeFreq,endRhymeFreq,soundDevicesFreq,imageability,concreteness,valence,arousal,wordFreq,typeTokenRatio,wordLength,objectWords,abstractWords,emotWords,numWords
The foolish man,Amateur,,0,modern,amateur,0.0291,0.2916,0.5791,0.0897,0.1538,0,0.2435,0.9,-0.903022458,-0.351478465,0.509575165,-0.457051686,1587.008032,0.526104418,3.714859438,0.072289157,0.016064257,0.032128514,249
Live for the moment,Amateur,,0,modern,amateur,0.0119,0.3452,0.488,0.074,0.0925,0,0.1666,0.8452,-1.032497663,-0.583226815,0.462201291,0.135910208,126.9411765,0.682352941,3.529411765,0.082352941,0.070588235,0.023529412,85
Eaten up,Amateur,,0,modern,amateur,0,0.4324,0.8108,0.1176,0,0.0588,0.1764,1.2432,-1.112326027,-0.443011886,0.508255979,-0.088372729,100.0909091,0.701298701,4.168831169,0.025974026,0.090909091,0.025974026,77
Gates of Goodbye,Amateur,,0,modern,amateur,0.027,0.2702,0.6283,0.1014,0.1884,0,0.3623,0.9256,-0.958416194,-0.497152702,0.612721193,-0.22078598,4203.261438,0.751633987,4.209150327,0.019607843,0.052287582,0.032679739,153
true beauty,Amateur,,0,modern,amateur,0.0202,0.5959,0.7272,0.1875,0.0833,0,0.2916,1.3434,-0.760493274,-0.638811732,1.309175119,0.346252912,85.78,0.46,4.12,0,0.18,0.01,100
A Walk in the Park,Amateur,,0,modern,amateur,0.0465,0.3837,0.5232,0.1818,0.0909,0.0303,0.303,0.9534,-0.833032287,-0.105104434,0.698846166,-0.289801782,6862.404494,0.584269663,3.685393258,0.056179775,0.078651685,0,89
The two of them,Amateur,,0,modern,amateur,0.0476,0.488,0.7023,0.0784,0.098,0,0.1764,1.238,-0.981666035,-0.30918874,0.892001914,0.153180086,100.5411765,0.705882353,4.494117647,0.011764706,0,0,85
Your life,Amateur,,0,modern,amateur,0.0328,0.4802,0.5986,0.0869,0.2608,0.0434,0.4057,1.1118,-1.289158867,-0.649093735,0.14290999,-0.173328321,279.8961039,0.668831169,4.214285714,0.025974026,0.038961039,0.012987013,154
Thing we have lost in fire,Amateur,,0,modern,amateur,0.0142,0.3285,0.6285,0.037,0.0185,0,0.0555,0.9714,-0.819296196,-0.337007724,0.507701367,-0.310113185,327.1690141,0.85915493,4.521126761,0,0.028169014,0.084507042,71
Mother Rabbit,Amateur,,0,modern,amateur,0.0206,0.3711,0.7731,0.2424,0.1818,0.0303,0.4545,1.1649,-0.918546469,-0.316699879,0.263671896,-0.08632416,362.6213592,0.689320388,4.368932039,0.058252427,0,0.029126214,103
Aurora,Amateur,,0,modern,amateur,0.0357,0.4285,0.4285,0.2222,0.0555,0,0.2777,0.8928,-0.752594098,-0.152535613,0.188665516,-0.319977603,5213.706897,0.724137931,3.568965517,0.051724138,0.034482759,0.017241379,58
Boy to a man,Amateur,,0,modern,amateur,0.0252,0.2352,0.4957,0.0416,0,0.0416,0.125,0.7563,-0.99356611,-0.33171877,0.427755805,-0.136928244,74.85,0.616666667,3.75,0.05,0.016666667,0.025,120
Goodbye poem,Amateur,,0,modern,amateur,0.0238,0.3015,0.4206,0.0416,0.125,0,0.2083,0.746,-0.701407674,-0.482258568,1.250030303,0.123921175,19.234375,0.4765625,3.65625,0.0078125,0.0234375,0.015625,128
Read me,Amateur,,0,modern,amateur,0,0.3281,0.3125,0.1111,0,0,0.1111,0.6406,-1.184319131,-0.520668036,-0.03150285,-0.055840094,175.6060606,0.696969697,3.984848485,0.015151515,0.015151515,0.060606061,66
Angel eyes,Amateur,,0,modern,amateur,0.0618,0.3402,0.6597,0.1481,0.0555,0,0.2407,1.0618,-0.822862296,-0.152782993,1.264597369,-0.071566933,377.122449,0.775510204,4.214285714,0.010204082,0.010204082,0.020408163,98
Another Chapter,Amateur,,0,modern,amateur,0.03,0.3,0.27,0.0185,0.0925,0,0.1111,0.6,-0.899832936,-0.541125461,0.777195967,0.462655451,2901.401869,0.672897196,3.672897196,0.028037383,0.065420561,0.08411215,107
Self Reserved,Amateur,,0,modern,amateur,0.0239,0.2694,0.3413,0.0444,0.1555,0.1111,0.3555,0.6347,-1.10590856,-0.50658192,0.913855076,-0.118025384,64.72254335,0.583815029,3.658959538,0.028901734,0.040462428,0.023121387,173
Yet the sun still sleeps. ,Amateur,,0,modern,amateur,0.0729,0.2846,0.6058,0.0454,0.0909,0,0.1666,0.9635,-0.729834694,-0.207338855,0.498832229,-0.03914703,220.615942,0.608695652,3.905797101,0.057971014,0.02173913,0,138
Let love be as one,Amateur,,0,modern,amateur,0.0325,0.2601,0.4308,0.1333,0,0,0.1777,0.7235,-0.855838147,-0.521526212,0.749712549,-0.423778237,97.0952381,0.587301587,3.76984127,0.015873016,0.03968254,0.071428571,126
Charlotte Emily and Anne,Amateur,,0,modern,amateur,0.045,0.3243,0.6846,0.037,0.074,0,0.1111,1.054,-1.077137826,-0.4065122,0.662517467,-0.429293751,1735.486957,0.713043478,4.295652174,0.008695652,0.026086957,0.017391304,115
Cappuccino,Amateur,,0,modern,amateur,0.0093,0.291,0.4788,0.0588,0.0098,0,0.0882,0.7793,-0.808360154,-0.274443778,0.786011169,-0.334903344,1499.018018,0.621621622,4.288288288,0.045045045,0.031531532,0.027027027,222
Pleasure trip,Amateur,,0,modern,amateur,0.0661,0.3636,0.6859,0.1428,0.0476,0,0.1904,1.1157,-1.094633826,-0.341844595,0.237675287,-0.244159559,458.4471545,0.691056911,4.731707317,0.016260163,0.024390244,0.016260163,123
I thought I knew,Amateur,,0,modern,amateur,0.0218,0.3005,0.3333,0.0588,0.0392,0,0.1764,0.6557,-0.929490514,-0.55447101,0.545445486,-0.158371989,252.1630435,0.614130435,3.913043478,0.032608696,0.070652174,0.016304348,184
Where is our fate formed?,Amateur,,0,modern,amateur,0.0109,0.3846,0.5604,0.0333,0.1,0,0.1333,0.956,-0.944770103,-0.276710335,0.937492048,-0.312474153,3428.053763,0.666666667,4.086021505,0.043010753,0.021505376,0,93
Sometimes,Amateur,,0,modern,amateur,0.0406,0.3536,0.5162,0.0333,0,0,0.0333,0.9105,-0.896096229,-0.366956023,0.698765351,-0.184885324,49.37751004,0.481927711,4.088353414,0.020080321,0.036144578,0.024096386,249
Life,Amateur,,0,modern,amateur,0.0405,0.2342,0.6261,0.1818,0.2424,0.0101,0.4444,0.9009,-1.170946498,-0.520205973,0.277906948,0.069451687,252.7633929,0.59375,4.084821429,0.035714286,0.022321429,0.044642857,224
You can cry,Amateur,,0,modern,amateur,0.015,0.2932,0.4661,0.1111,0.2222,0,0.3333,0.7744,-1.031662752,-0.396944051,-0.234649802,0.106808377,2470.065217,0.601449275,3.630434783,0.036231884,0,0.028985507,138
Breaking heart,Amateur,,0,modern,amateur,0.0191,0.1783,0.4585,0.1212,0.1666,0,0.2878,0.656,-0.924171126,-0.39251219,0.316532317,0.278239912,97.59493671,0.639240506,3.860759494,0.037974684,0.006329114,0.050632911,158
And a Merry Christmas to You,Amateur,,0,modern,amateur,0.03,0.4248,0.4034,0.2391,0.0724,0.0217,0.3405,0.8583,-0.860712816,-0.694949645,0.532160284,0.054207383,436.3811475,0.25,3.745901639,0.024590164,0.102459016,0.024590164,244
Everybody likes my clock,Amateur,,0,modern,amateur,0.0353,0.3893,0.646,0.0925,0.1111,0,0.2037,1.0707,-1.085544971,-0.283048982,0.437899431,-0.339711132,410.7438017,0.603305785,3.991735537,0.082644628,0.033057851,0.016528926,121
I nearly fell,Amateur,,0,modern,amateur,0.0242,0.3636,0.5272,0.2,0.1066,0.12,0.4266,0.9151,-0.736011986,-0.346047457,0.734748379,-0.081606947,5426.758621,0.568965517,3.701149425,0.034482759,0.005747126,0.017241379,174
Denial,Amateur,,0,modern,amateur,0.0441,0.2647,0.3676,0.1111,0,0,0.1111,0.6764,-1.092879502,-0.611965778,0.70521272,0.024450663,32.43661972,0.718309859,4.197183099,0.014084507,0.056338028,0.028169014,71
Winter silence,Amateur,,0,modern,amateur,0.05,0.5,0.4,0.0833,0.0833,0,0.1666,0.95,-0.892203139,-0.25183952,0.924120229,0.280471026,23.23809524,0.761904762,4.19047619,0.047619048,0,0,21
Demons and scars,Amateur,,0,modern,amateur,0.0144,0.3285,0.4637,0.0769,0.0384,0,0.1666,0.8067,-0.964939208,-0.593659065,0.259423168,-0.253044174,2925.728571,0.552380952,3.780952381,0.023809524,0.019047619,0.023809524,210
The first time I saw you. ,Amateur,,0,modern,amateur,0.0169,0.2655,0.4632,0.0303,0.106,0,0.1515,0.7457,-0.960459123,-0.529863696,0.935357679,-0.048231299,173.1620112,0.625698324,4.083798883,0.022346369,0.044692737,0.022346369,179
Sister,Amateur,,0,modern,amateur,0.0304,0.2134,0.4695,0.0476,0.0952,0.0158,0.1746,0.7134,-0.76118991,-0.272622129,0.922987235,-0.260016406,72.03012048,0.560240964,3.795180723,0.060240964,0.048192771,0.024096386,166
For Thee,Amateur,,0,modern,amateur,0,0.2741,0.3548,0.1666,0.0333,0.0333,0.2333,0.629,-1.045149228,-0.618428742,1.331736599,0.162965675,259.984375,0.640625,3.71875,0,0,0.0625,64
Precious Lord,Amateur,,0,modern,amateur,0.0561,0.2471,0.7752,0.1666,0.0666,0,0.2333,1.0786,-0.729001905,-0.259071125,0.773743293,0.094969811,136.7222222,0.677777778,3.811111111,0.022222222,0.033333333,0.022222222,90
Love is like,Amateur,,0,modern,amateur,0.0582,0.398,0.3786,0.119,0.0952,0,0.238,0.8349,-0.89273922,-0.308323337,1.005505642,-0.047976039,15.81730769,0.644230769,3.730769231,0,0.038461538,0.038461538,104
Life2,Amateur,,0,modern,amateur,0.038,0.1619,0.5142,0.0757,0.0454,0,0.1515,0.7142,-1.117449592,-0.55375672,0.714388966,0.207874,257.6037736,0.632075472,3.735849057,0.028301887,0.018867925,0.028301887,106
To Be Young And Naive,Amateur,,0,modern,amateur,0.0304,0.2775,0.5323,0.0256,0.1666,0,0.1923,0.8403,-1.115182554,-0.487212576,0.481476122,-0.248776323,5683.413284,0.512915129,3.981549816,0.051660517,0.040590406,0.011070111,271
Why I love You,Amateur,,0,modern,amateur,0.0121,0.25,0.3109,0.0769,0.0256,0.0256,0.1538,0.5731,-0.93691765,-0.424630537,1.233749849,0.036968252,355.3652695,0.491017964,3.311377246,0.005988024,0,0.071856287,167
First Love,Amateur,,0,modern,amateur,0.0403,0.2017,0.4149,0.0854,0.0512,0.0085,0.1538,0.657,-0.90780399,-0.32175738,0.587830705,-0.070564983,123.7790368,0.422096317,3.560906516,0.016997167,0.016997167,0.050991501,353
Miss You,Amateur,,0,modern,amateur,0.0333,0.2,0.3555,0.0512,0,0,0.0512,0.5888,-1.11230828,-0.516335289,1.177681528,-0.544923828,60.24175824,0.615384615,3.791208791,0.021978022,0.054945055,0.010989011,91
THE END HAD COME,Amateur,,0,modern,amateur,0.0107,0.215,0.301,0,0.2333,0,0.2333,0.5268,-1.149655785,-0.591283051,0.3101537,-0.171288297,77.28723404,0.734042553,3.712765957,0.031914894,0.063829787,0,94
BABY OF POVERTY,Amateur,,0,modern,amateur,0.0412,0.3814,0.4123,0.1296,0,0.0555,0.1851,0.835,-0.975742346,-0.450451578,0.593111682,0.549354101,137.97,0.65,4.38,0,0.05,0.05,100
Broken Home,Amateur,,0,modern,amateur,0.0256,0.2649,0.2307,0.1111,0.1481,0,0.2592,0.5213,-0.817777301,-0.239112177,0.313470933,-0.309113892,4919.756098,0.682926829,3.666666667,0.097560976,0.048780488,0.008130081,123
My Thoughts On Love,Amateur,,0,modern,amateur,0.0318,0.3321,0.5229,0.049,0,0.1862,0.245,0.8869,-1.239962809,-0.642296868,0.899124639,-0.122021989,282.4370629,0.451048951,3.853146853,0.017482517,0.031468531,0.038461538,286
Take Me Back,Amateur,,0,modern,amateur,0.0238,0.1607,0.3214,0.0625,0.0208,0.0208,0.1041,0.5059,-0.942940685,-0.377245017,0.606536655,-0.324590002,18.61077844,0.550898204,3.425149701,0.035928144,0.047904192,0.023952096,167
A Friend Is,Amateur,,0,modern,amateur,0.0256,0.3846,0.3974,0.1111,0.1111,0,0.2222,0.8076,-1.055462617,-0.531664597,0.751295071,-0.16519405,10.81012658,0.544303797,3.784810127,0.025316456,0.012658228,0.012658228,79
THE GARDEN,Amateur,,0,modern,amateur,0.0214,0.4,0.4,0.0238,0,0.0238,0.0476,0.8214,-1.063643506,-0.566479609,1.301842989,-0.343993069,88.64084507,0.549295775,3.964788732,0.028169014,0.049295775,0.021126761,142
Insomnia,Amateur,,0,modern,amateur,0.0225,0.3513,0.4009,0.0588,0.2058,0.0098,0.2745,0.7747,-1.152702724,-0.571685559,0.520872773,-0.471342512,77.10619469,0.557522124,3.915929204,0.039823009,0.022123894,0.026548673,226
Unrequited Love,Amateur,,0,modern,amateur,0,0.4651,0.3875,0.0952,0.0158,0,0.1269,0.8527,-1.135645291,-0.580580931,0.743766822,0.186687292,176.1287879,0.71969697,4.840909091,0.007575758,0.045454545,0.045454545,132
Wavering,Amateur,,0,modern,amateur,0.0147,0.4558,0.8529,0.074,0.0925,0,0.1666,1.3235,-0.948986432,-0.481948412,0.130700735,0.1937763,198.7605634,0.816901408,4.605633803,0.014084507,0.028169014,0.014084507,71
Garden of Shattered Dreams,Amateur,,0,modern,amateur,0.0495,0.297,0.5445,0.119,0,0,0.1428,0.891,-1.081171505,-0.3655698,1.000149105,-0.380735625,289.7087379,0.834951456,4.766990291,0.009708738,0.038834951,0.009708738,103
Thinking Of You,Amateur,,0,modern,amateur,0.042,0.3445,0.3445,0.0555,0.1111,0,0.1666,0.731,-0.884608666,-0.36271973,0.643909654,-0.287506922,355.892562,0.685950413,3.743801653,0.049586777,0.024793388,0.041322314,121
My heart bleeds,Amateur,,0,modern,amateur,0.0374,0.3689,0.4438,0.0757,0.0909,0.0151,0.1818,0.8502,-0.837094787,-0.298928836,0.777773451,0.459187061,221.6769231,0.482051282,4.076923077,0.015384615,0.015384615,0.015384615,195
Time Isn't Always a good thing,Amateur,,0,modern,amateur,0.0181,0.3454,0.2818,0.1515,0.1515,0,0.4545,0.6454,-0.912289746,-0.299085251,0.445648159,-0.093909949,179.245614,0.622807018,3.403508772,0.026315789,0.043859649,0.026315789,114
Is It Really Love,Amateur,,0,modern,amateur,0.0372,0.4534,0.4968,0.0416,0.0972,0.0138,0.1805,0.9875,-1.092563215,-0.53921064,1.105840368,-0.036620398,166.2160494,0.635802469,3.901234568,0.049382716,0.018518519,0.049382716,162
Same Ole' Story,Amateur,,0,modern,amateur,0.0776,0.2718,0.5339,0.0277,0,0,0.0277,0.8834,-1.005168844,-0.240002343,0.808354904,-0.410780672,18.0952381,0.533333333,3.638095238,0.038095238,0.057142857,0.028571429,105
Restored,Amateur,,0,modern,amateur,0.0125,0.2893,0.3962,0.0666,0.1333,0.0166,0.2333,0.6981,-1.036747132,-0.455869404,1.152799811,0.089989645,3796.438272,0.62345679,4.012345679,0.024691358,0.037037037,0.037037037,162
Do You?,Amateur,,0,modern,amateur,0.013,0.2679,0.3529,0.0757,0.0454,0.0606,0.2575,0.6339,-1.150993859,-0.656633748,0.697695741,-0.27127527,67.59090909,0.506493506,3.798701299,0.006493506,0.051948052,0.058441558,154
Adoption is Love,Amateur,,0,modern,amateur,0.0344,0.5344,0.4137,0.0416,0.1666,0.0416,0.2499,0.9827,-1.213803769,-0.650206047,1.507895374,0.299853832,467.7419355,0.693548387,4.096774194,0.048387097,0.016129032,0.048387097,62
Road to Happiness,Amateur,,0,modern,amateur,0.0273,0.2185,0.459,0.0555,0.0555,0.0079,0.1269,0.7049,-1.074892973,-0.512659019,0.733765357,0.197869091,79.30978261,0.559782609,3.635869565,0.016304348,0.02173913,0.032608696,184
Untitled 1,Amateur,,0,modern,amateur,0.0344,0.1637,0.4224,0,0.1944,0,0.1944,0.6206,-0.863880221,-0.246054434,1.03713922,-0.169438017,11.87179487,0.598290598,3.854700855,0.025641026,0.025641026,0.008547009,117
Reflection,Amateur,,0,modern,amateur,0.0204,0.3163,0.5408,0.1212,0,0,0.1515,0.8775,-0.889244254,-0.399534529,0.149152351,-0.365808408,413.5454545,0.666666667,4.01010101,0.02020202,0.01010101,0.04040404,99
A DREAM WITHIN A DREAM,Amateur,,0,modern,amateur,0.0234,0.3593,0.3593,0.0166,0.1333,0,0.15,0.7421,-1.025701665,-0.525559063,0.617279079,-0.119441132,614.6434109,0.627906977,3.418604651,0.007751938,0.031007752,0.015503876,129
Waiting,Amateur,,0,modern,amateur,0.0214,0.2642,0.3928,0.0634,0.0952,0,0.1587,0.6785,-1.097126161,-0.545453209,0.508601015,0.003309056,2330.2,0.579310345,3.937931034,0.006896552,0.013793103,0.020689655,145
The War,Amateur,,0,modern,amateur,0.0481,0.3373,0.3855,0.1481,0.074,0,0.2222,0.771,-1.116447224,-0.502272866,0.339110838,0.045941544,136.4823529,0.776470588,4.341176471,0.047058824,0.058823529,0.023529412,85
On a Moonlit Night,Amateur,,0,modern,amateur,0.0743,0.4256,0.5743,0.0512,0.0128,0,0.0641,1.0743,-0.767475084,-0.118723954,0.789064178,-0.321118513,165.5133333,0.733333333,4.733333333,0.04,0.02,0.02,150
Traipsing on Bantayan Shore,Amateur,,0,modern,amateur,0.0368,0.2105,0.4789,0.0701,0.0087,0,0.0877,0.7263,-0.863561126,-0.385119998,0.844939087,0.167467046,113.3664921,0.643979058,4.005235602,0.010471204,0.02617801,0.057591623,191
you are my angel,Amateur,,0,modern,amateur,0.0449,0.2022,0.3146,0.098,0.0588,0.0392,0.196,0.5617,-1.077958331,-0.60299022,0.981099865,-0.537312038,55.38888889,0.533333333,3.511111111,0.066666667,0.011111111,0.077777778,90
I Know,Amateur,,0,modern,amateur,0.0167,0.251,0.3096,0.0909,0.1666,0.0303,0.2878,0.5774,-1.047624223,-0.670283272,0.770120202,-0.442286048,42.04545455,0.409090909,3.466942149,0.004132231,0.045454545,0.033057851,242
The Way That You Left Me,Amateur,,0,modern,amateur,0.041,0.2434,0.387,0.0387,0.0387,0.0697,0.1472,0.6715,-1.039630541,-0.533903857,0.518306558,0.052545089,33.77616279,0.418604651,3.534883721,0.026162791,0.026162791,0.037790698,344
Waiting for Love,Amateur,,0,modern,amateur,0.0606,0.2626,0.3131,0.0333,0.1666,0.0333,0.2333,0.6363,-1.036666898,-0.244495562,0.690142448,-0.308873677,38.67961165,0.660194175,3.786407767,0.019417476,0,0.009708738,103
a love without good-byes,Amateur,,0,modern,amateur,0.0425,0.2553,0.617,0.0869,0.0869,0,0.1884,0.9148,-0.877999422,-0.519279488,0.622447511,-0.10038018,58.84137931,0.731034483,4.117241379,0.027586207,0.048275862,0.034482759,145
Wail of a wave,Amateur,,0,modern,amateur,0.0552,0.3803,0.6932,0.2777,0,0,0.2777,1.1288,-0.953659954,-0.400064957,0.689806857,-0.199910957,303.0236686,0.698224852,4.343195266,0.071005917,0.029585799,0.023668639,169
Your still here,Amateur,,0,modern,amateur,0.0151,0.2474,0.4343,0.0303,0.1515,0,0.1818,0.6969,-1.059956617,-0.480710484,0.167445224,-0.192883772,32.78217822,0.559405941,3.613861386,0.02970297,0.02970297,0.03960396,202
Why?,Amateur,,0,modern,amateur,0.0309,0.2646,0.2989,0.0427,0.1623,0.0598,0.2735,0.5945,-1.002928716,-0.305760241,0.699395232,-0.092403947,110.4915254,0.298305085,3.603389831,0.010169492,0.013559322,0.044067797,295
Always on my mind.,Amateur,,0,modern,amateur,0.041,0.315,0.4109,0,0.1333,0,0.1333,0.7671,-0.968343859,-0.560233926,0.989223806,-0.439621106,9.394736842,0.605263158,3.460526316,0.013157895,0.013157895,0.065789474,76
"Lonely in the dark room """,Amateur,,0,modern,amateur,0.0169,0.2542,0.4406,0.1515,0,0.0303,0.1818,0.7118,-0.824478307,-0.287855122,0.741023423,-0.354705959,106.7190083,0.553719008,3.545454545,0.066115702,0.016528926,0,121
Untitled 2,Amateur,,0,modern,amateur,0.0319,0.5212,0.4787,0.1875,0.0208,0.0833,0.2916,1.0319,-0.994368791,-0.741701592,1.340166435,0.290549508,134.9479167,0.677083333,4.208333333,0.052083333,0.03125,0.104166667,96
As One,Amateur,,0,modern,amateur,0.0789,0.1973,0.5789,0,0,0.7777,0.7777,0.8552,-0.731033851,-0.145384527,1.122266796,-0.328880607,9.87012987,0.454545455,3.402597403,0.038961039,0.051948052,0.025974026,77
life goes on,Amateur,,0,modern,amateur,0,0.2131,0.4098,0.2916,0.125,0.1666,0.5833,0.6229,-1.049548227,-0.411585746,1.118254389,0.561033646,124.1428571,0.587301587,3.825396825,0.015873016,0.047619048,0.031746032,63
Everlasting Love,Amateur,,0,modern,amateur,0.0266,0.2666,0.3066,0,0.1666,0.0833,0.25,0.6,-0.935859112,-0.418155544,0.677006286,-0.213090253,54.81818182,0.662337662,3.584415584,0.038961039,0.025974026,0.038961039,77
ethics of the blacks,Amateur,,0,modern,amateur,0,0.38,0.48,0.0833,0,0,0.0833,0.86,-0.969536576,-0.288319032,0.682410379,-0.435716656,278.3333333,0.745098039,4.431372549,0,0,0,51
Hazed Maze,Amateur,,0,modern,amateur,0.0384,0.4038,0.5192,0,0.1458,0.0208,0.2083,0.9615,-1.108507547,-0.541577116,0.576460799,0.188603918,146.2331288,0.601226994,3.711656442,0.018404908,0.042944785,0.049079755,163
ME AND YOU,Amateur,,0,modern,amateur,0.0625,0.2708,0.3333,0.0196,0.0196,0,0.0392,0.6666,-0.899680775,-0.569411434,0.963278914,-0.168841064,144.744898,0.602040816,4.132653061,0.010204082,0.071428571,0.040816327,98
When you left,Amateur,,0,modern,amateur,0.0185,0.3425,0.1759,0.037,0.074,0.1111,0.2222,0.537,-1.15707877,-0.791793939,1.094487661,-0.043932989,123.9357798,0.532110092,3.311926606,0,0.009174312,0.018348624,109
MAGIC,Amateur,,0,modern,amateur,0.0095,0.3523,0.3142,0.0588,0.1372,0.098,0.3529,0.6761,-0.976087549,-0.516943394,1.13605002,0.406528983,149.7196262,0.61682243,3.841121495,0.018691589,0.018691589,0.037383178,107
TOGETHER. FOREVER!,Amateur,,0,modern,amateur,0.0319,0.351,0.3617,0.1666,0.0238,0.0238,0.2142,0.7446,-0.813726915,-0.420165307,0.938729315,0.067678503,336.2421053,0.736842105,4.389473684,0.063157895,0,0.063157895,95
YOU ARE MY EVERYTHING,Amateur,,0,modern,amateur,0.0198,0.3168,0.2079,0.1666,0.1666,0.0238,0.3571,0.5445,-0.85198545,-0.413885577,1.139936905,0.104930143,81.60576923,0.653846154,3.663461538,0.028846154,0.028846154,0.057692308,104
Believe in Miracles !,Amateur,,0,modern,amateur,0.0263,0.5263,0.4868,0.1025,0,0.1538,0.2564,1.0394,-0.963327033,-0.604130416,0.763131443,-0.143561286,34.2987013,0.246753247,4.766233766,0.090909091,0.025974026,0.012987013,77
A Lie,Amateur,,0,modern,amateur,0.0178,0.2946,0.3392,0.0476,0.0476,0,0.1904,0.6517,-1.222265553,-0.556307429,0.288974491,0.037135628,2654.938596,0.578947368,3.657894737,0.01754386,0.01754386,0.035087719,114
I love you,Amateur,,0,modern,amateur,0.0432,0.2962,0.3518,0.0925,0.0185,0,0.1296,0.6913,-0.923018125,-0.453412147,0.789036275,0.063858932,53.07228916,0.542168675,3.572289157,0.024096386,0.018072289,0.078313253,166
It,Amateur,,0,modern,amateur,0.0101,0.3535,0.3535,0.0588,0.0392,0.0196,0.1176,0.7171,-0.950845681,-0.467585556,1.242483613,0.121385818,26.11428571,0.571428571,3.752380952,0.00952381,0.038095238,0.076190476,105
Memories,Amateur,,0,modern,amateur,0.0239,0.2934,0.4191,0.0833,0.0333,0.0166,0.15,0.7365,-1.147518735,-0.609239067,0.402927844,-0.152300473,215.827381,0.630952381,4.297619048,0.047619048,0.06547619,0.011904762,168
From The Short Story What The Swallows Did by Louisa May Alcott,19th,1832,0,19th,professional,0.0439,0.2747,0.5274,0.0714,0.0952,0,0.1904,0.8461,-0.83678401,-0.319011251,1.017766539,-0.435096902,250.9456522,0.641304348,4.47826087,0.010869565,0.076086957,0.010869565,92
Turns And Movies: Zudora by Conrad Aiken,19th,1889,0,19th,professional,0.0456,0.2968,0.5296,0.1222,0.1,0,0.2222,0.8721,-0.736481114,-0.214312438,0.390405365,-0.37786705,468.0580357,0.678571429,4.129464286,0.049107143,0.004464286,0.017857143,224
The Window by Conrad Aiken,19th,1889,0,19th,professional,0.0224,0.408,0.4215,0.049,0.0686,0.0392,0.1568,0.852,-0.799817624,-0.204122671,0.685494267,-0.216168813,170.2321429,0.46875,3.888392857,0.035714286,0.022321429,0.008928571,224
Before an Examination by Stephen Vincent Benet,19th,1898,0,19th,professional,0.0172,0.3534,0.6034,0.0277,0.2222,0,0.25,0.9741,-0.903675262,-0.303067876,0.386785522,-0.316643057,115.3076923,0.726495726,4.102564103,0.051282051,0.008547009,0.025641026,117
Lonely Burial by Stephen Vincent Benet,19th,1898,0,19th,professional,0.0178,0.366,0.5982,0.1666,0.0555,0,0.2222,0.9821,-1.049116642,-0.441715765,0.070613096,-0.208286942,474.0353982,0.778761062,4.283185841,0.03539823,0.017699115,0.008849558,113
Knowledge by Louise Bogan,19th,1897,0,19th,professional,0,0.147,0.3823,0,0.1111,0,0.1666,0.5294,-0.955085378,-0.409781819,0.466490268,-0.068379627,8377.333333,0.861111111,3.916666667,0.027777778,0.027777778,0.055555556,36
Weather by Ambrose Bierce,19th,1842,0,19th,professional,0.0181,0.3272,0.5,0.3333,0.2083,0,0.5416,0.8454,-0.91108083,-0.237615321,0.440717767,-0.279857387,148.5892857,0.714285714,4.0625,0.035714286,0.035714286,0,112
A Woman's Reason by Gelett Burgess,19th,1866,0,19th,professional,0,0.2727,0.1515,0,0,0,0,0.4242,-1.256737858,-0.606693422,0.484867181,-0.017382729,6.828571429,0.8,3.6,0,0.057142857,0.028571429,35
The Goops by Gelett Burgess,19th,1866,0,19th,professional,0.0357,0.1785,0.3035,0,0.1666,0.0555,0.2222,0.5178,-1.096707117,-0.525397243,0.337067494,-0.323364115,67.33333333,0.684210526,3.280701754,0.070175439,0,0,57
The Sheep by Ellis Parker Butler,19th,1869,0,19th,professional,0.0229,0.3664,0.5954,0.074,0.1666,0,0.2407,0.9847,-0.93452165,-0.470600742,0.524086203,-0.41613243,1476.954545,0.674242424,4.310606061,0.022727273,0,0.015151515,132
Cupid Caught Napping by Ellis Parker Butler,19th,1869,0,19th,professional,0.0218,0.2846,0.5255,0.2272,0.2424,0,0.4696,0.8321,-0.777648104,-0.224534904,0.761833516,0.314666268,783.0069444,0.694444444,4.138888889,0.034722222,0.027777778,0.055555556,144
In the desert by Stephen Crane,19th,1871,0,19th,professional,0.0816,0.4693,0.6938,0.125,0,0.0416,0.2083,1.2448,-0.971044369,-0.278985866,0.491745594,0.176123528,16.82,0.64,3.72,0.02,0,0.08,50
A god in wrath by Stephen Crane,19th,1871,0,19th,professional,0,0.5471,0.3962,0.1333,0,0.0333,0.1666,0.9433,-0.978446719,-0.432610718,0.226866352,0.754496998,307,0.685185185,4.037037037,0,0.018518519,0,54
Upon the road of my life by Stephen Crane,19th,1871,0,19th,professional,0.0219,0.3076,0.4175,0.0392,0,0,0.0588,0.7472,-0.860957306,-0.419410144,0.664775532,-0.218690085,103.6956522,0.782608696,4.010869565,0.02173913,0.02173913,0.010869565,92
Once I knew a fine song by Stephen Crane,19th,1871,0,19th,professional,0.0178,0.2857,0.4107,0.037,0,0,0.037,0.7142,-0.971116621,-0.346917729,0.960027423,-0.879460494,276.5789474,0.771929825,3.719298246,0.01754386,0,0,57
