The Window by Conrad Aiken,19th,0,224,0.0
Sonnet 32 - The first time that the sun rose on thine oath by Elizabeth Barrett Browning,19th,0,124,0.0
My Last Duchess by Robert Browning,19th,10,469,0.0213219616205
My Earlier Life by Charles Baudelaire,19th,0,119,0.0
The South Country by Hilaire Belloc,19th,0,404,0.0
The General Public by Stephen Vincent Benet,19th,0,349,0.0
Epitaph For A Romantic Woman by Louise Bogan,19th,0,51,0.0
Victory by Rupert Brooke,19th,0,104,0.0
I Never Loved You More by Bertolt Brecht,19th,0,102,0.0
Stanza by Emily Bronte,19th,2,156,0.0128205128205
The Missionary by Charlotte Bronte,19th,6,1043,0.00575263662512
Dora by Thomas Edward Brown,19th,0,98,0.0
My Feet by Gelett Burgess,19th,1,25,0.04
The Stranger by Aleksandr Blok,19th,4,340,0.0117647058824
While yet we wait for spring and from the dry by Robert Seymour Bridges,19th,1,112,0.00892857142857
The Captive Dove by Anne Bronte,19th,1,177,0.00564971751412
The Young that Died in Beauty by William Barnes,19th,37,269,0.137546468401
The House That Was by Laurence Binyon,19th,2,130,0.0153846153846
At Variance by Ellis Parker Butler,19th,0,44,0.0
Punctuality by Lewis Carroll,19th,3,135,0.0222222222222
In the night by Stephen Crane,19th,2,161,0.0124223602484
Independence by Aleister Crowley,19th,4,196,0.0204081632653
To Memory by Mary Elizabeth Coleridge,19th,1,81,0.0123456790123
The Visible The Untrue by Hart Crane,19th,0,123,0.0
With Whom is no Variableness Neither Shadow of Turning by Arthur Hugh Clough,19th,2,40,0.05
Who Goes Home? by G. K. Chesterton,19th,0,98,0.0
Since Nine O'Clock by Constantine P. Cavafy,19th,0,142,0.0
The Heart of Night by Bliss Carman,19th,0,106,0.0
I died for Beauty -- but was scarce by Emily Dickinson,19th,0,69,0.0
Douglass by Paul Laurence Dunbar,19th,1,113,0.00884955752212
Pear Tree by Hilda Doolittle,19th,0,64,0.0
Departure by Henry Van Dyke,19th,0,139,0.0
Money by William Henry Davies,19th,0,147,0.0
Song of a Train by John Davidson,19th,2,179,0.0111731843575
Sky Song by Robert Desnos,19th,0,109,0.0
Spring Thunder by Mark van Doren,19th,0,58,0.0
The Moon Maiden's Song by Ernest Dowson,19th,0,79,0.0
Portrait of a Lady by T. S. Eliot,19th,6,960,0.00625
Ode To Beauty by Ralph Waldo Emerson,19th,3,510,0.00588235294118
Other Children by Paul Eluard,19th,0,59,0.0
Henry the Seventh by Marriott Edgar,19th,8,565,0.0141592920354
Dust of Snow by Robert Frost,19th,0,34,0.0
A Valentine by Eugene Field,19th,1,144,0.00694444444444
On Giving by Robert Graves,19th,0,69,0.0
O Singer in Brown by Dame Mary Gilmore,19th,1,58,0.0172413793103
A Broken Appointment by Thomas Hardy,19th,0,117,0.0
Pied Beauty by Gerard Manley Hopkins,19th,4,79,0.0506329113924
The Boys by Oliver Wendell Holmes,19th,1,436,0.00229357798165
The True Lover by A. E. Housman,19th,0,230,0.0
The Poet by Hermann Hesse,19th,0,221,0.0
I am the Reaper by William Ernest Henley,19th,2,124,0.0161290322581
GONE by Henrik Ibsen,19th,0,51,0.0
Gentle Lady Do Not Sing by James Joyce,19th,1,47,0.0212765957447
Contemplation Of The Sword by Robinson Jeffers,19th,4,412,0.00970873786408
A Calendar of Sonnets: May by Helen Hunt Jackson,19th,0,120,0.0
The Ballad of the King's Jest by Rudyard Kipling,19th,10,964,0.0103734439834
Wealth by Joyce Kilmer,19th,0,96,0.0
Ode to the Northeast Wind by Charles Kingsley,19th,2,292,0.00684931506849
An April Day by Henry Wadsworth Longfellow,19th,0,213,0.0
The Faithless Wife by Federico Garcia Lorca,19th,0,284,0.0
In the Street by Henry Lawson,19th,0,291,0.0
Science-fiction Cradlesong by C. S. Lewis,19th,0,141,0.0
The Pobble Who Has No Toes by Edward Lear,19th,16,341,0.0469208211144
Patterns by Amy Lowell,19th,6,653,0.00918836140888
Butterfly by David Herbert Lawrence,19th,0,139,0.0
The Dandelion by Vachel Lindsay,19th,0,70,0.0
From One Augur to Another by Emma Lazarus,19th,2,110,0.0181818181818
A Song Of Eternity In Time by Sidney Lanier,19th,0,112,0.0
A Reminiscence by Amy Levy,19th,0,79,0.0
Baptism by Claude McKay,19th,2,108,0.0185185185185
At Ease by Walter de la Mare,19th,0,75,0.0
Apostrophe To Man by Edna St. Vincent Millay,19th,1,99,0.010101010101
The Morning Walk by A. A. Milne,19th,0,57,0.0
A Ballad of John Silver by John Masefield,19th,3,292,0.0102739726027
Robert Fulton Tanner by Edgar Lee Masters,19th,2,165,0.0121212121212
Butterfly Laughter by Katherine Mansfield,19th,0,84,0.0
Near Avalon by William Morris,19th,3,100,0.03
Quebec by John McCrae,19th,2,62,0.0322580645161
An Address to Shakespeare by William Topaz McGonagall,19th,3,344,0.00872093023256
Modern Love XLV: It Is the Season by George Meredith,19th,2,131,0.0152671755725
At Nightfall by Lucy Maud Montgomery,19th,0,216,0.0
Cradle Song by Sarojini Naidu,19th,2,71,0.0281690140845
Exposure by Wilfred Owen,19th,2,339,0.00589970501475
The City In The Sea by Edgar Allan Poe,19th,3,326,0.00920245398773
A Fairly Sad Tale by Dorothy Parker,19th,0,161,0.0
The Needle by Ezra Pound,19th,0,114,0.0
Camouflage by Andrew Barton Paterson,19th,2,241,0.00829875518672
What Would I Give by Christina Rossetti,19th,0,106,0.0
Rememberance by Rainer Maria Rilke,19th,0,101,0.0
Karma by Edwin Arlington Robinson,19th,0,110,0.0
Frolic by George William Russell,19th,0,76,0.0
Chicago by Carl Sandburg,19th,2,287,0.00696864111498
The Snow Man by Wallace Stevens,19th,0,108,0.0
The Mermaid by Lord Alfred Tennyson,19th,7,404,0.0173267326733
Tears by Walt Whitman,19th,1,128,0.0078125
The Great Figure by William Carlos Williams,19th,1,31,0.0322580645161
A Prayer For My Daughter by William Butler Yeats,19th,4,570,0.00701754385965
