Type,Poem/poet,alliterationFreq,assonanceFreq,consonanceFreq,slantEndRhymeFreq,perfectEndRhymeFreq,identityEndRhymeFreq,endRhymeFreq,soundDevicesFreq,imageability,concreteness,valence,arousal,numOOV,numWords,propOOV,wordFreq,typeTokenRatio,wordLength,objectWords,abstractWords,propNoImage,emotWords,pleasurWords,painWords,wordFreqInc
contempPoet,"ThePrediction,byMarkStrand/Poet",0.0294,0.4607,0.6078,0.0666,0,0,0.0666,1.098,379.3780488,2.888723404,6.07137931,3.834137931,0,104,0,2.081358119,0.605769231,4.163461538,0.038461538,0.028846154,0.211538462,0,0,0.019230769,201.6057692
contempPoet,"TheNight,ThePorch,byMarkStrand/Poet",0.0327,0.2704,0.4508,0.1481,0,0,0.1481,0.754,309.6952381,2.384117647,6.122222222,3.823333333,0,123,0,1.983082084,0.674796748,3.894308943,0.032520325,0.056910569,0.146341463,0.016260163,0.008130081,0.008130081,287.8211382
contempPoet,"Letter,byJeanValentine/Poet",0.0901,0.5245,0.459,0.0666,0,0.0222,0.1111,1.0737,371.4148936,2.875504587,5.953333333,3.942156863,0,124,0,2.444276482,0.637096774,4.120967742,0.120967742,0.024193548,0.241935484,0.016129032,0.008064516,0.008064516,455.483871
contempPoet,"Year‰ÛªsEnd,byEllenBryantVoigt/Poet",0.019,0.3714,0.5857,0.1458,0,0.0104,0.1666,0.9761,350.4242424,2.729076923,5.54625,3.9725,0,212,0,2.183926289,0.636792453,4.132075472,0.033018868,0.028301887,0.221698113,0.033018868,0.004716981,0.023584906,311.740566
contempPoet,"InTracklessWoods,byRichardWilbur/Poet",0.0093,0.2897,0.4953,0.0555,0.1388,0,0.1944,0.7943,329.9259259,2.512282609,5.540344828,3.796551724,0,109,0,2.325425906,0.743119266,4.073394495,0.027522936,0.009174312,0.256880734,0.018348624,0,0.018348624,493.8073395
contempPoet,"TheSinging,byC.K.Williams/Poet",0.0547,0.3573,0.4812,0.0935,0,0.0058,0.0994,0.8933,343.9924528,2.624166667,5.950246914,3.937283951,0,349,0,2.088886384,0.544412607,4.160458453,0.011461318,0.014326648,0.240687679,0.008595989,0.005730659,0,318.1661891
contempPoet,"MoreBluesandtheAbstractTruth,byC.D.Write/Poet",0.0329,0.3909,0.4897,0.054,0.009,0,0.063,0.9135,351.4042553,2.819772727,5.785952381,3.927738095,1,246,0.004065041,2.007353903,0.597560976,3.906504065,0.06097561,0.024390244,0.235772358,0.004065041,0,0.004065041,70.51219512
contempPoet,"ApproximatelyForever,byC.D.Wright/Poet",0.014,0.3661,0.4788,0.1388,0,0,0.1666,0.8591,356.4736842,2.678923077,6.101428571,4.275714286,0,72,0,2.151346293,0.819444444,4.263888889,0.013888889,0.013888889,0.208333333,0.013888889,0.013888889,0,129.75
contempPoet,"ClearNight,byCharlesWright/Poet",0.033,0.2396,0.6363,0.2,0,0.0333,0.3,0.909,356.7653061,2.75754902,6.047777778,3.931777778,0,122,0,2.036993381,0.62295082,3.836065574,0.040983607,0.016393443,0.196721311,0.008196721,0,0.008196721,199.7622951
contempPoet,"LyinginaHammockatWilliamDuffy‰ÛªsFarminPineIsland,Minnesota,byJamesWright/Poet",0.0121,0.439,0.5609,0.1212,0,0,0.1212,1.0121,372.5714286,3.005205479,6.1403125,3.7215625,0,84,0,2.250536844,0.761904762,4.25,0.035714286,0.047619048,0.25,0.011904762,0,0,272
contempPoet,"ABlessing,byJamesWright/Poet",0.0116,0.2748,0.4093,0.106,0,0,0.106,0.6959,357.028777,2.749605263,6.039827586,3.938965517,1,173,0.005780347,2.417812554,0.682080925,4.161849711,0.028901734,0.023121387,0.196531792,0.028901734,0.011560694,0.005780347,463.7687861
contempAmateur,Onlybutadream/Amateur,0.0303,0.3068,0.4545,0.0579,0.0144,0.0144,0.0869,0.7916,341.6111111,2.649868996,5.97797619,3.867261905,0,265,0,1.855335647,0.532075472,3.690566038,0.037735849,0.030188679,0.18490566,0.01509434,0.003773585,0.003773585,64.21509434
contempAmateur,Dr.HeinzDoofenshmirtz/Amateur,0.041,0.2739,0.3972,0.0533,0.04,0,0.1066,0.7123,337.0733945,2.513389831,5.497111111,4.094444444,4,147,0.027210884,2.063549421,0.659863946,3.80952381,0.020408163,0.034013605,0.258503401,0.020408163,0,0,149.4965986
contempAmateur,Freedom/Amateur,0.0303,0.5606,0.3787,0.0476,0,0.0476,0.0952,0.9696,327.5964912,2.431076923,6.765483871,4.081612903,0,67,0,1.698801599,0.597014925,4.179104478,0.029850746,0.104477612,0.149253731,0.014925373,0.014925373,0,7.179104478
contempAmateur,Thefoolishman/Amateur,0.0291,0.2916,0.5791,0.0897,0.1538,0,0.2435,0.9,349.8128079,2.671220657,5.7135,3.800875,0,249,0,2.228949824,0.526104418,3.714859438,0.072289157,0.016064257,0.184738956,0.032128514,0.012048193,0.016064257,1587.008032
contempAmateur,Liveforthemoment/Amateur,0.0119,0.3452,0.488,0.074,0.0925,0,0.1666,0.8452,335.6056338,2.430526316,5.653103448,4.332413793,0,85,0,1.978293288,0.682352941,3.529411765,0.082352941,0.070588235,0.164705882,0.023529412,0,0.011764706,126.9411765
contempAmateur,Eatenup/Amateur,0,0.4324,0.8108,0.1176,0,0.0588,0.1764,1.2432,326.8461538,2.576153846,5.711818182,4.131363636,0,77,0,2.051013773,0.701298701,4.168831169,0.025974026,0.090909091,0.324675325,0.025974026,0,0,100.0909091
contempAmateur,GatesofGoodbye/Amateur,0.027,0.2702,0.6283,0.1014,0.1884,0,0.3623,0.9256,343.7345133,2.519923077,5.845,4.012666667,0,153,0,2.432403165,0.751633987,4.209150327,0.019607843,0.052287582,0.261437908,0.032679739,0.026143791,0.019607843,4203.261438
contempAmateur,truebeauty/Amateur,0.0202,0.5959,0.7272,0.1875,0.0833,0,0.2916,1.3434,365.452381,2.372795699,6.732903226,4.520967742,0,100,0,1.827913136,0.46,4.12,0,0.18,0.16,0.01,0.01,0,85.78
contempAmateur,AWalkinthePark/Amateur,0.0465,0.3837,0.5232,0.1818,0.0909,0.0303,0.303,0.9534,357.4927536,2.927105263,5.9548,3.9508,0,89,0,2.398255652,0.584269663,3.685393258,0.056179775,0.078651685,0.224719101,0,0,0,6862.404494
contempAmateur,Thetwoofthem/Amateur,0.0476,0.488,0.7023,0.0784,0.098,0,0.1764,1.238,341.1833333,2.715142857,6.201052632,4.347894737,0,85,0,2.555440201,0.705882353,4.494117647,0.011764706,0,0.294117647,0,0,0,100.5411765
contempAmateur,Yourlife/Amateur,0.0328,0.4802,0.5986,0.0869,0.2608,0.0434,0.4057,1.1118,307.4424779,2.362116788,5.246041667,4.055208333,0,154,0,2.435740237,0.668831169,4.214285714,0.025974026,0.038961039,0.266233766,0.012987013,0,0.025974026,279.8961039
contempAmateur,Thingwehavelostinfire/Amateur,0.0142,0.3285,0.6285,0.037,0.0185,0,0.0555,0.9714,359,2.68625,5.711111111,3.932592593,0,71,0,2.875919618,0.85915493,4.521126761,0,0.028169014,0.267605634,0.084507042,0.028169014,0.028169014,327.1690141
contempAmateur,MotherRabbit/Amateur,0.0206,0.3711,0.7731,0.2424,0.1818,0.0303,0.4545,1.1649,348.109375,2.707341772,5.4,4.1332,0,103,0,2.403959714,0.689320388,4.368932039,0.058252427,0,0.378640777,0.029126214,0.009708738,0.009708738,362.6213592
contempAmateur,Aurora/Amateur,0.0357,0.4285,0.4285,0.2222,0.0555,0,0.2777,0.8928,366.3191489,2.877843137,5.304375,3.92375,0,58,0,2.263570072,0.724137931,3.568965517,0.051724138,0.034482759,0.189655172,0.017241379,0,0.017241379,5213.706897
contempAmateur,Boytoaman/Amateur,0.0252,0.2352,0.4957,0.0416,0,0.0416,0.125,0.7563,339.877551,2.691743119,5.609189189,4.087837838,0,120,0,1.839035098,0.616666667,3.75,0.05,0.016666667,0.183333333,0.025,0,0.025,74.85
contempAmateur,Goodbyepoem/Amateur,0.0238,0.3015,0.4206,0.0416,0.125,0,0.2083,0.746,371.9357798,2.535392157,6.6575,4.321666667,0,128,0,1.848725103,0.4765625,3.65625,0.0078125,0.0234375,0.1484375,0.015625,0.015625,0,19.234375
contempAmateur,Readme/Amateur,0,0.3281,0.3125,0.1111,0,0,0.1111,0.6406,318.9464286,2.4955,5.023684211,4.160526316,0,66,0,2.203134895,0.696969697,3.984848485,0.015151515,0.015151515,0.151515152,0.060606061,0.015151515,0,175.6060606
contempAmateur,Angeleyes/Amateur,0.0618,0.3402,0.6597,0.1481,0.0555,0,0.2407,1.0618,358.6086957,2.877586207,6.676071429,4.146428571,0,98,0,2.67036456,0.775510204,4.214285714,0.010204082,0.010204082,0.295918367,0.020408163,0,0,377.122449
contempAmateur,AnotherChapter/Amateur,0.03,0.3,0.27,0.0185,0.0925,0,0.1111,0.6,350.1627907,2.474252874,6.0546875,4.6253125,0,107,0,2.001814621,0.672897196,3.672897196,0.028037383,0.065420561,0.196261682,0.08411215,0.065420561,0.009345794,2901.401869
contempAmateur,SelfReserved/Amateur,0.0239,0.2694,0.3413,0.0444,0.1555,0.1111,0.3555,0.6347,327.5503356,2.51012987,6.228913043,4.104782609,0,173,0,1.96774524,0.583815029,3.658959538,0.028901734,0.040462428,0.138728324,0.023121387,0.01734104,0,64.72254335
contempAmateur,Yetthesunstillsleeps.../Amateur,0.0729,0.2846,0.6058,0.0454,0.0909,0,0.1666,0.9635,368.8165138,2.82092437,5.699803922,4.175490196,0,138,0,2.329826794,0.608695652,3.905797101,0.057971014,0.02173913,0.210144928,0,0,0,220.615942
contempAmateur,Letlovebeasone/Amateur,0.0325,0.2601,0.4308,0.1333,0,0,0.1777,0.7235,354.9902913,2.494608696,6.019649123,3.830701754,0,126,0,2.044587178,0.587301587,3.76984127,0.015873016,0.03968254,0.182539683,0.071428571,0.03968254,0.023809524,97.0952381
contempAmateur,"Charlotte,Emily,andAnne/Amateur",0.045,0.3243,0.6846,0.037,0.074,0,0.1111,1.054,330.7073171,2.6140625,5.908484848,3.825757576,0,115,0,2.505103014,0.713043478,4.295652174,0.008695652,0.026086957,0.286956522,0.017391304,0,0.026086957,1735.486957
contempAmateur,Cappuccino/Amateur,0.0093,0.291,0.4788,0.0588,0.0098,0,0.0882,0.7793,360.2,2.75122905,6.065925926,3.91037037,0,222,0,2.412150969,0.621621622,4.288288288,0.045045045,0.031531532,0.324324324,0.027027027,0.009009009,0.009009009,1499.018018
contempAmateur,Pleasuretrip/Amateur,0.0661,0.3636,0.6859,0.1428,0.0476,0,0.1904,1.1157,328.7875,2.681226415,5.366857143,3.991714286,0,123,0,2.692688938,0.691056911,4.731707317,0.016260163,0.024390244,0.349593496,0.016260163,0.008130081,0.008130081,458.4471545
contempAmateur,IthoughtIknew/Amateur,0.0218,0.3005,0.3333,0.0588,0.0392,0,0.1764,0.6557,346.9084967,2.460392157,5.759230769,4.068615385,0,184,0,2.015120773,0.614130435,3.913043478,0.032608696,0.070652174,0.168478261,0.016304348,0,0.010869565,252.1630435
contempAmateur,Whereisourfateformed?/Amateur,0.0109,0.3846,0.5604,0.0333,0.1,0,0.1333,0.956,345.2318841,2.748875,6.259047619,3.93047619,0,93,0,2.279947886,0.666666667,4.086021505,0.043010753,0.021505376,0.258064516,0,0,0,3428.053763
contempAmateur,Sometimes/Amateur,0.0406,0.3536,0.5162,0.0333,0,0,0.0333,0.9105,350.5728155,2.655145631,5.95469697,4.044848485,0,249,0,1.844206102,0.481927711,4.088353414,0.020080321,0.036144578,0.172690763,0.024096386,0.004016064,0.004016064,49.37751004
contempAmateur,Life/Amateur,0.0405,0.2342,0.6261,0.1818,0.2424,0.0101,0.4444,0.9009,320.4137931,2.4959799,5.418148148,4.272839506,0,224,0,2.135334122,0.59375,4.084821429,0.035714286,0.022321429,0.223214286,0.044642857,0.008928571,0.026785714,252.7633929
contempAmateur,Youcancry/Amateur,0.015,0.2932,0.4661,0.1111,0.2222,0,0.3333,0.7744,335.6972477,2.624,4.764693878,4.306326531,1,138,0.007246377,2.213338145,0.601449275,3.630434783,0.036231884,0,0.210144928,0.028985507,0,0.036231884,2470.072464
contempAmateur,Breakingheart/Amateur,0.0191,0.1783,0.4585,0.1212,0.1666,0,0.2878,0.656,347.4921875,2.628602941,5.467391304,4.46,0,158,0,2.136591725,0.639240506,3.860759494,0.037974684,0.006329114,0.189873418,0.050632911,0.012658228,0.006329114,97.59493671
contempAmateur,AndaMerryChristmastoYou/Amateur,0.03,0.4248,0.4034,0.2391,0.0724,0.0217,0.3405,0.8583,354.4553991,2.314490741,5.742293578,4.259174312,0,244,0,2.175627862,0.25,3.745901639,0.024590164,0.102459016,0.12704918,0.024590164,0.024590164,0.024590164,436.3811475
contempAmateur,Everybodylikesmyclock/Amateur,0.0353,0.3893,0.646,0.0925,0.1111,0,0.2037,1.0707,329.7848101,2.742291667,5.622121212,3.906060606,0,121,0,2.440560682,0.603305785,3.991735537,0.082644628,0.033057851,0.347107438,0.016528926,0.016528926,0.008264463,410.7438017
contempAmateur,Inearlyfell/Amateur,0.0242,0.3636,0.5272,0.2,0.1066,0.12,0.4266,0.9151,368.1386861,2.676861314,6.000571429,4.137428571,0,174,0,2.632343253,0.568965517,3.701149425,0.034482759,0.005747126,0.212643678,0.017241379,0.005747126,0.005747126,5426.758621
contempAmateur,Denial/Amateur,0.0441,0.2647,0.3676,0.1111,0,0,0.1111,0.6764,328.98,2.400677966,5.962916667,4.2325,2,71,0.028169014,1.839341054,0.718309859,4.197183099,0.014084507,0.056338028,0.295774648,0.028169014,0.014084507,0,32.46478873
contempAmateur,Wintersilence/Amateur,0.05,0.5,0.4,0.0833,0.0833,0,0.1666,0.95,351,2.774705882,6.242,4.462,0,21,0,1.964276714,0.761904762,4.19047619,0.047619048,0,0.333333333,0,0,0,23.23809524
contempAmateur,Demonsandscars/Amateur,0.0144,0.3285,0.4637,0.0769,0.0384,0,0.1666,0.8067,343.01875,2.419691358,5.394583333,3.98375,0,210,0,2.156082701,0.552380952,3.780952381,0.023809524,0.019047619,0.238095238,0.023809524,0.00952381,0.00952381,2925.728571
contempAmateur,ThefirsttimeIsawyou.../Amateur,0.0169,0.2655,0.4632,0.0303,0.106,0,0.1515,0.7457,343.5103448,2.485949367,6.256326531,4.167346939,0,179,0,2.099239025,0.625698324,4.083798883,0.022346369,0.044692737,0.189944134,0.022346369,0.016759777,0,173.1620112
contempAmateur,Sister/Amateur,0.0304,0.2134,0.4695,0.0476,0.0952,0.0158,0.1746,0.7134,365.3759399,2.753121019,6.240555556,3.9775,0,166,0,2.010088457,0.560240964,3.795180723,0.060240964,0.048192771,0.198795181,0.024096386,0.042168675,0,72.03012048
contempAmateur,ForThee/Amateur,0,0.2741,0.3548,0.1666,0.0333,0.0333,0.2333,0.629,334.2173913,2.393965517,6.761666667,4.356666667,1,64,0.015625,2.320967243,0.640625,3.71875,0,0,0.28125,0.0625,0.046875,0,260
contempAmateur,PreciousLord/Amateur,0.0561,0.2471,0.7752,0.1666,0.0666,0,0.2333,1.0786,368.9078947,2.767195122,6.050285714,4.295714286,0,90,0,2.315584053,0.677777778,3.811111111,0.022222222,0.033333333,0.155555556,0.022222222,0.022222222,0,136.7222222
contempAmateur,Loveislike/Amateur,0.0582,0.398,0.3786,0.119,0.0952,0,0.238,0.8349,350.9411765,2.716041667,6.345757576,4.167575758,2,104,0.019230769,1.778706073,0.644230769,3.730769231,0,0.038461538,0.182692308,0.038461538,0.028846154,0,15.83653846
contempAmateur,Life2/Amateur,0.038,0.1619,0.5142,0.0757,0.0454,0,0.1515,0.7142,326.2839506,2.461134021,5.974615385,4.396923077,0,106,0,2.192681815,0.632075472,3.735849057,0.028301887,0.018867925,0.235849057,0.028301887,0.018867925,0.009433962,257.6037736
contempAmateur,ToBeYoungAndNaive/Amateur,0.0304,0.2775,0.5323,0.0256,0.1666,0,0.1923,0.8403,326.5327103,2.530246914,5.677676768,3.987575758,0,271,0,2.19294943,0.512915129,3.981549816,0.051660517,0.040590406,0.210332103,0.011070111,0.003690037,0.011070111,5683.413284
contempAmateur,WhyIloveYou/Amateur,0.0121,0.25,0.3109,0.0769,0.0256,0.0256,0.1538,0.5731,346.0935252,2.595244755,6.636744186,4.24372093,0,167,0,1.774721181,0.491017964,3.311377246,0.005988024,0,0.167664671,0.071856287,0.071856287,0,355.3652695
contempAmateur,FirstLove/Amateur,0.0403,0.2017,0.4149,0.0854,0.0512,0.0085,0.1538,0.657,349.2881356,2.702089041,5.813267327,4.147326733,0,353,0,1.829449858,0.422096317,3.560906516,0.016997167,0.016997167,0.164305949,0.050991501,0.019830028,0.016997167,123.7790368
contempAmateur,MissYou/Amateur,0.0333,0.2,0.3555,0.0512,0,0,0.0512,0.5888,326.8481013,2.5,6.565263158,3.722105263,0,91,0,1.872633501,0.615384615,3.791208791,0.021978022,0.054945055,0.131868132,0.010989011,0.010989011,0,60.24175824
contempAmateur,THEENDHADCOME/Amateur,0.0107,0.215,0.301,0,0.2333,0,0.2333,0.5268,322.75,2.422159091,5.459259259,4.057037037,0,94,0,1.84080686,0.734042553,3.712765957,0.031914894,0.063829787,0.14893617,0,0,0,77.28723404
contempAmateur,BABYOFPOVERTY/Amateur,0.0412,0.3814,0.4123,0.1296,0,0.0555,0.1851,0.835,341.8333333,2.568426966,5.82,4.703030303,1,100,0.01,2.272433323,0.65,4.38,0,0.05,0.28,0.05,0.03,0.02,137.98
contempAmateur,BrokenHome/Amateur,0.0256,0.2649,0.2307,0.1111,0.1481,0,0.2592,0.5213,359.1666667,2.787924528,5.463488372,3.933488372,0,123,0,2.118504083,0.682926829,3.666666667,0.097560976,0.048780488,0.219512195,0.008130081,0.008130081,0,4919.756098
contempAmateur,MyThoughtsOnLove/Amateur,0.0318,0.3321,0.5229,0.049,0,0.1862,0.245,0.8869,312.840708,2.36917603,6.210133333,4.1012,0,286,0,1.927519158,0.451048951,3.853146853,0.017482517,0.031468531,0.20979021,0.038461538,0.027972028,0,282.4370629
contempAmateur,TakeMeBack/Amateur,0.0238,0.1607,0.3214,0.0625,0.0208,0.0208,0.1041,0.5059,345.4326241,2.644459459,5.837115385,3.919615385,0,167,0,1.809483726,0.550898204,3.425149701,0.035928144,0.047904192,0.155688623,0.023952096,0.017964072,0.005988024,18.61077844
contempAmateur,AFriendIs/Amateur,0.0256,0.3846,0.3974,0.1111,0.1111,0,0.2222,0.8076,333.0857143,2.484078947,6.021666667,4.0625,0,79,0,1.700351092,0.544303797,3.784810127,0.025316456,0.012658228,0.113924051,0.012658228,0,0.012658228,10.81012658
contempAmateur,THEGARDEN/Amateur,0.0214,0.4,0.4,0.0238,0,0.0238,0.0476,0.8214,332.1880342,2.44792,6.723555556,3.902222222,0,142,0,1.972802172,0.549295775,3.964788732,0.028169014,0.049295775,0.176056338,0.021126761,0.014084507,0.007042254,88.64084507
contempAmateur,Insomnia/Amateur,0.0225,0.3513,0.4009,0.0588,0.2058,0.0098,0.2745,0.7747,322.4156627,2.442513089,5.727903226,3.788064516,0,226,0,2.116941495,0.557522124,3.915929204,0.039823009,0.022123894,0.265486726,0.026548673,0.004424779,0.017699115,77.10619469
contempAmateur,UnrequitedLove/Amateur,0,0.4651,0.3875,0.0952,0.0158,0,0.1269,0.8527,324.2873563,2.433274336,6.012068966,4.377931034,0,132,0,2.671707472,0.71969697,4.840909091,0.007575758,0.045454545,0.340909091,0.045454545,0.037878788,0.007575758,176.1287879
contempAmateur,Wavering/Amateur,0.0147,0.4558,0.8529,0.074,0.0925,0,0.1666,1.3235,344.7692308,2.535714286,5.23047619,4.384285714,1,71,0.014084507,2.476965627,0.816901408,4.605633803,0.014084507,0.028169014,0.267605634,0.014084507,0,0.014084507,198.7746479
contempAmateur,GardenofShatteredDreams/Amateur,0.0495,0.297,0.5445,0.119,0,0,0.1428,0.891,330.2647059,2.656585366,6.338928571,3.869285714,0,103,0,2.472873207,0.834951456,4.766990291,0.009708738,0.038834951,0.339805825,0.009708738,0,0.009708738,289.7087379
contempAmateur,ThinkingOfYou/Amateur,0.042,0.3445,0.3445,0.0555,0.1111,0,0.1666,0.731,351.8333333,2.659545455,5.884761905,3.952857143,0,121,0,1.966278618,0.685950413,3.743801653,0.049586777,0.024793388,0.157024793,0.041322314,0.024793388,0.008264463,355.892562
contempAmateur,Myheartbleeds/Amateur,0.0374,0.3689,0.4438,0.0757,0.0909,0.0151,0.1818,0.8502,357.0469799,2.725798817,6.055423729,4.62220339,0,195,0,2.112340713,0.482051282,4.076923077,0.015384615,0.015384615,0.235897436,0.015384615,0.01025641,0.015384615,221.6769231
contempAmateur,TimeIsn'tAlwaysagoodthing/Amateur,0.0181,0.3454,0.2818,0.1515,0.1515,0,0.4545,0.6454,348.7959184,2.725636364,5.632,4.1264,0,114,0,2.002766723,0.622807018,3.403508772,0.026315789,0.043859649,0.140350877,0.026315789,0.00877193,0.00877193,179.245614
contempAmateur,IsItReallyLove/Amateur,0.0372,0.4534,0.4968,0.0416,0.0972,0.0138,0.1805,0.9875,329.0147059,2.476241611,6.473673469,4.177755102,0,162,0,2.152870383,0.635802469,3.901234568,0.049382716,0.018518519,0.160493827,0.049382716,0.037037037,0,166.2160494
contempAmateur,SameOle'Story/Amateur,0.0776,0.2718,0.5339,0.0277,0,0,0.0277,0.8834,338.6043956,2.787,6.094411765,3.842352941,0,105,0,1.669881152,0.533333333,3.638095238,0.038095238,0.057142857,0.133333333,0.028571429,0,0,18.0952381
contempAmateur,Restored/Amateur,0.0125,0.2893,0.3962,0.0666,0.1333,0.0166,0.2333,0.6981,335.1393443,2.5628,6.533541667,4.29125,0,162,0,2.275010181,0.62345679,4.012345679,0.024691358,0.037037037,0.24691358,0.037037037,0.018518519,0.00617284,3796.438272
contempAmateur,DoYou?/Amateur,0.013,0.2679,0.3529,0.0757,0.0454,0.0606,0.2575,0.6339,322.6031746,2.354285714,5.953333333,3.967407407,0,154,0,2.02374994,0.506493506,3.798701299,0.006493506,0.051948052,0.181818182,0.058441558,0.012987013,0.006493506,67.59090909
contempAmateur,AdoptionisLove/Amateur,0.0344,0.5344,0.4137,0.0416,0.1666,0.0416,0.2499,0.9827,315.7111111,2.360961538,6.98625,4.479375,0,62,0,2.197442295,0.693548387,4.096774194,0.048387097,0.016129032,0.274193548,0.048387097,0.048387097,0,467.7419355
contempAmateur,RoadtoHappiness/Amateur,0.0273,0.2185,0.459,0.0555,0.0555,0.0079,0.1269,0.7049,330.9536424,2.503818182,5.999318182,4.387954545,0,184,0,1.884624123,0.559782609,3.635869565,0.016304348,0.02173913,0.179347826,0.032608696,0.010869565,0.010869565,79.30978261
contempAmateur,Untitled1/Amateur,0.0344,0.1637,0.4224,0,0.1944,0,0.1944,0.6206,354.1078431,2.780714286,6.386086957,4.058695652,0,117,0,1.710438044,0.598290598,3.854700855,0.025641026,0.025641026,0.128205128,0.008547009,0.008547009,0,11.87179487
contempAmateur,Reflection/Amateur,0.0204,0.3163,0.5408,0.1212,0,0,0.1515,0.8775,351.3246753,2.621309524,5.254,3.882666667,0,99,0,2.253960242,0.666666667,4.01010101,0.02020202,0.01010101,0.222222222,0.04040404,0,0.04040404,413.5454545
contempAmateur,ADREAMWITHINADREAM/Amateur,0.0234,0.3593,0.3593,0.0166,0.1333,0,0.15,0.7421,336.3513514,2.490420168,5.850810811,4.103513514,0,129,0,2.144890934,0.627906977,3.418604651,0.007751938,0.031007752,0.139534884,0.015503876,0,0.015503876,614.6434109
contempAmateur,Waiting/Amateur,0.0214,0.2642,0.3928,0.0634,0.0952,0,0.1587,0.6785,328.5140187,2.469758065,5.712258065,4.213548387,0,145,0,2.173176606,0.579310345,3.937931034,0.006896552,0.013793103,0.262068966,0.020689655,0.006896552,0.013793103,2330.2
contempAmateur,TheWar/Amateur,0.0481,0.3373,0.3855,0.1481,0.074,0,0.2222,0.771,326.3939394,2.514605263,5.496176471,4.251764706,0,85,0,2.05881846,0.776470588,4.341176471,0.047058824,0.058823529,0.223529412,0.023529412,0,0.023529412,136.4823529
contempAmateur,OnaMoonlitNight/Amateur,0.0743,0.4256,0.5743,0.0512,0.0128,0,0.0641,1.0743,364.6862745,2.91296,6.069818182,3.922727273,1,150,0.006666667,2.436209456,0.733333333,4.733333333,0.04,0.02,0.32,0.02,0.006666667,0.006666667,165.52
contempAmateur,TraipsingonBantayanShore/Amateur,0.0368,0.2105,0.4789,0.0701,0.0087,0,0.0877,0.7263,354.1428571,2.636280488,6.141052632,4.360701754,0,191,0,2.184489429,0.643979058,4.005235602,0.010471204,0.02617801,0.230366492,0.057591623,0.02617801,0.020942408,113.3664921
contempAmateur,youaremyangel/Amateur,0.0449,0.2022,0.3146,0.098,0.0588,0.0392,0.196,0.5617,330.617284,2.41,6.314642857,3.728928571,0,90,0,1.894125272,0.533333333,3.511111111,0.066666667,0.011111111,0.1,0.077777778,0,0.011111111,55.38888889
contempAmateur,IKnow/Amateur,0.0167,0.251,0.3096,0.0909,0.1666,0.0303,0.2878,0.5774,333.9458128,2.34010929,6.045666667,3.814111111,0,242,0,1.813413474,0.409090909,3.466942149,0.004132231,0.045454545,0.161157025,0.033057851,0.008264463,0.016528926,42.04545455
contempAmateur,TheWayThatYouLeftMe/Amateur,0.041,0.2434,0.387,0.0387,0.0387,0.0697,0.1472,0.6715,334.8229508,2.481753247,5.724631579,4.257684211,0,344,0,1.707943504,0.418604651,3.534883721,0.026162791,0.026162791,0.113372093,0.037790698,0.00872093,0.005813953,33.77616279
contempAmateur,WaitingforLove/Amateur,0.0606,0.2626,0.3131,0.0333,0.1666,0.0333,0.2333,0.6363,335.1481481,2.782333333,5.943703704,3.933703704,0,103,0,1.8220622,0.660194175,3.786407767,0.019417476,0,0.213592233,0.009708738,0,0.009708738,38.67961165
contempAmateur,alovewithoutgood-byes/Amateur,0.0425,0.2553,0.617,0.0869,0.0869,0,0.1884,0.9148,352.5585586,2.496942149,5.8574,4.1206,1,145,0.006896552,1.979345934,0.731034483,4.117241379,0.027586207,0.048275862,0.234482759,0.034482759,0.013793103,0.006896552,58.84827586
contempAmateur,Wailofawave/Amateur,0.0552,0.3803,0.6932,0.2777,0,0,0.2777,1.1288,344.2564103,2.620758621,5.943275862,4.03137931,0,169,0,2.498852264,0.698224852,4.343195266,0.071005917,0.029585799,0.307692308,0.023668639,0.00591716,0.00591716,303.0236686
contempAmateur,Yourstillhere/Amateur,0.0151,0.2474,0.4343,0.0303,0.1515,0,0.1818,0.6969,332.5925926,2.537,5.277321429,4.037678571,0,202,0,1.873120789,0.559405941,3.613861386,0.02970297,0.02970297,0.198019802,0.03960396,0.004950495,0.024752475,32.78217822
contempAmateur,Why?/Amateur,0.0309,0.2646,0.2989,0.0427,0.1623,0.0598,0.2735,0.5945,338.8502024,2.718703704,5.9555,4.12775,0,295,0,1.927149646,0.298305085,3.603389831,0.010169492,0.013559322,0.162711864,0.044067797,0.010169492,0.030508475,110.4915254
contempAmateur,Alwaysonmymind./Amateur,0.041,0.315,0.4109,0,0.1333,0,0.1333,0.7671,342.6451613,2.45440678,6.325,3.8165,0,76,0,1.718756323,0.605263158,3.460526316,0.013157895,0.013157895,0.184210526,0.065789474,0.026315789,0,9.394736842
contempAmateur,"Lonelyinthedarkroom""/Amateur",0.0169,0.2542,0.4406,0.1515,0,0.0303,0.1818,0.7118,358.4313725,2.7373,6.008571429,3.892619048,0,121,0,1.854058227,0.553719008,3.545454545,0.066115702,0.016528926,0.157024793,0,0,0.008264463,106.7190083
contempAmateur,Untitled2/Amateur,0.0319,0.5212,0.4787,0.1875,0.0208,0.0833,0.2916,1.0319,339.7894737,2.265934066,6.772413793,4.471034483,0,96,0,1.944810155,0.677083333,4.208333333,0.052083333,0.03125,0.208333333,0.104166667,0.114583333,0,134.9479167
