The Window by Conrad Aiken,19th,5.93777777778,4.01680555556
Sonnet 32 - The first time that the sun rose on thine oath by Elizabeth Barrett Browning,19th,6.07289473684,4.095
My Last Duchess by Robert Browning,19th,5.86821705426,3.90744186047
My Earlier Life by Charles Baudelaire,19th,5.92612903226,4.10774193548
The South Country by Hilaire Belloc,19th,6.00118110236,3.85779527559
The General Public by Stephen Vincent Benet,19th,5.65136842105,3.88189473684
Epitaph For A Romantic Woman by Louise Bogan,19th,5.88166666667,4.61416666667
Victory by Rupert Brooke,19th,5.42945945946,4.13162162162
I Never Loved You More by Bertolt Brecht,19th,6.16,3.95148148148
Stanza by Emily Bronte,19th,5.72458333333,4.17416666667
The Missionary by Charlotte Bronte,19th,5.455995086,4.26997542998
Dora by Thomas Edward Brown,19th,5.60787878788,4.20818181818
My Feet by Gelett Burgess,19th,5.79,3.96
The Stranger by Aleksandr Blok,19th,5.7697979798,4.05070707071
While yet we wait for spring and from the dry by Robert Seymour Bridges,19th,5.83558823529,3.85617647059
The Captive Dove by Anne Bronte,19th,5.56514285714,4.06942857143
The Young that Died in Beauty by William Barnes,19th,5.95739726027,4.14671232877
The House That Was by Laurence Binyon,19th,5.6025,3.9696875
At Variance by Ellis Parker Butler,19th,6.383,3.825
Punctuality by Lewis Carroll,19th,5.87660377358,3.72358490566
In the night by Stephen Crane,19th,5.72152542373,3.97288135593
Independence by Aleister Crowley,19th,5.93531914894,4.20893617021
To Memory by Mary Elizabeth Coleridge,19th,5.70413793103,4.44517241379
The Visible The Untrue by Hart Crane,19th,5.45952380952,4.0769047619
With Whom is no Variableness Neither Shadow of Turning by Arthur Hugh Clough,19th,5.105,4.07
Who Goes Home? by G. K. Chesterton,19th,5.734375,4.2515625
Since Nine O'Clock by Constantine P. Cavafy,19th,5.50581395349,4.0611627907
The Heart of Night by Bliss Carman,19th,6.10925,4.17975
I died for Beauty -- but was scarce by Emily Dickinson,19th,5.94076923077,3.70923076923
Douglass by Paul Laurence Dunbar,19th,5.47088235294,4.46147058824
Pear Tree by Hilda Doolittle,19th,6.3136,3.8572
Departure by Henry Van Dyke,19th,6.08619047619,4.06761904762
Money by William Henry Davies,19th,5.92479166667,4.57604166667
Song of a Train by John Davidson,19th,5.60803278689,4.0931147541
Sky Song by Robert Desnos,19th,6.28555555556,4.34777777778
Spring Thunder by Mark van Doren,19th,5.91238095238,3.88666666667
The Moon Maiden's Song by Ernest Dowson,19th,6.33147058824,3.83294117647
Portrait of a Lady by T. S. Eliot,19th,5.85092150171,3.92365187713
Ode To Beauty by Ralph Waldo Emerson,19th,5.92561290323,4.32477419355
Other Children by Paul Eluard,19th,5.9637037037,4.12888888889
Henry the Seventh by Marriott Edgar,19th,5.70620437956,4.04313868613
Dust of Snow by Robert Frost,19th,5.58454545455,3.78181818182
A Valentine by Eugene Field,19th,6.08951219512,4.28585365854
On Giving by Robert Graves,19th,6.1025,4.76875
O Singer in Brown by Dame Mary Gilmore,19th,5.81695652174,4.0252173913
A Broken Appointment by Thomas Hardy,19th,6.05378378378,3.85108108108
Pied Beauty by Gerard Manley Hopkins,19th,5.759,4.08233333333
The Boys by Oliver Wendell Holmes,19th,5.81659574468,4.10645390071
The True Lover by A. E. Housman,19th,5.9645,3.962
