"Word","Bigram","Conc.M","Conc.SD"
"paralegal",-0.279545725096204,1.24564830262137,-0.509307753694191
"pleated",-0.279545725096204,1.24564830262137,-0.348500162913139
"puffy",-0.279545725096204,1.24564830262137,-0.734438380787664
"grassy",-0.279545725096204,1.2360199769837,-0.284177126600718
"muddy",-0.279545725096204,1.2360199769837,-0.637953826319033
"mustached",-0.279545725096204,1.2360199769837,-0.670115344475243
"rainy",-0.279545725096204,1.2360199769837,-0.41282319922556
"roundtable",-0.279545725096204,1.2360199769837,-0.0912080176634561
"uncircumcised",-0.279545725096204,1.2360199769837,-0.0912080176634561
"acrylic",-0.279545725096204,1.22639165134603,-0.991730526037347
"bottled",-0.279545725096204,1.22639165134603,0.133922609430016
"hot",-0.279545725096204,1.22639165134603,-0.477146235537981
"sunlit",-0.279545725096204,1.22639165134603,-0.44498471738177
"euro",-0.279545725096204,1.21676332570836,0.262568682054858
"giant",-0.279545725096204,1.21676332570836,0.230407163898647
"yellow",-0.279545725096204,1.21676332570836,-0.284177126600718
"capillary",-0.279545725096204,1.20713500007069,0.00527653680517437
"dark",-0.279545725096204,1.20713500007069,0.00527653680517437
"decimal",-0.279545725096204,1.20713500007069,0.00527653680517437
"freshwater",-0.279545725096204,1.20713500007069,-0.0912080176634561
"pimpled",-0.279545725096204,1.20713500007069,-0.44498471738177
"pygmy",-0.279545725096204,1.20713500007069,0.0374380549613848
"redheaded",-0.279545725096204,1.20713500007069,-0.541469271850402
"wrinkled",-0.279545725096204,1.20713500007069,0.0374380549613848
"abdominal",-0.279545725096204,1.19750667443302,0.0374380549613848
"bobsledder",-0.279545725096204,1.19750667443302,-0.41282319922556
"nude",-0.279545725096204,1.19750667443302,-0.155531053975877
"gunmetal",-0.279545725096204,1.18787834879534,-0.348500162913139
"bloodshot",-0.279545725096204,1.17825002315767,-0.605792308162822
"thorny",-0.279545725096204,1.17825002315767,-0.702276862631453
"toothless",-0.279545725096204,1.17825002315767,-0.541469271850402
"civilian",-0.279545725096204,1.16862169752,0.198245645742437
"handmade",-0.279545725096204,1.16862169752,-0.573630790006612
"marine",-0.279545725096204,1.16862169752,-0.123369535819667
"octagonal",-0.279545725096204,1.16862169752,-0.798761417100085
"quilted",-0.279545725096204,1.16862169752,-1.31334570759945
"snowy",-0.279545725096204,1.16862169752,-0.573630790006612
"unshaved",-0.279545725096204,1.16862169752,-0.348500162913139
"dishwashing",-0.279545725096204,1.15899337188233,-0.187692572132087
"red",-0.279545725096204,1.15899337188233,0.680668418085593
"seamed",-0.279545725096204,1.15899337188233,-0.895245971568716
"treeless",-0.279545725096204,1.15899337188233,-0.41282319922556
"unshaven",-0.279545725096204,1.15899337188233,-0.0912080176634561
"dirty",-0.279545725096204,1.14936504624466,-0.026884981351036
"grilled",-0.279545725096204,1.14936504624466,-0.573630790006612
"caged",-0.279545725096204,1.13973672060699,-0.573630790006612
"icy",-0.279545725096204,1.13973672060699,-0.573630790006612
"scaly",-0.279545725096204,1.13973672060699,-0.0590464995072464
"cubical",-0.279545725096204,1.13010839496932,0.0695995731175952
"houseguest",-0.279545725096204,1.13010839496932,-0.509307753694191
"padded",-0.279545725096204,1.13010839496932,-0.44498471738177
"seedless",-0.279545725096204,1.13010839496932,-0.155531053975877
"sunny",-0.279545725096204,1.12048006933165,-0.0912080176634561
"automotive",-0.279545725096204,1.11085174369398,-0.123369535819667
"baked",-0.279545725096204,1.11085174369398,-0.477146235537981
"bowlegged",-0.279545725096204,1.11085174369398,-0.959569007881137
"dewy",-0.279545725096204,1.11085174369398,-1.1525381168184
"genital",-0.279545725096204,1.11085174369398,0.937960563335275
"khaki",-0.279545725096204,1.11085174369398,-0.155531053975877
"sequined",-0.279545725096204,1.11085174369398,-0.541469271850402
"duplex",-0.279545725096204,1.10122341805631,0.0374380549613848
"longhaired",-0.279545725096204,1.10122341805631,0.230407163898647
"sweaty",-0.279545725096204,1.10122341805631,-0.284177126600718
"forehand",-0.279545725096204,1.09159509241864,0.359053236523489
"unshelled",-0.279545725096204,1.09159509241864,-0.541469271850402
"furrier",-0.279545725096204,1.08196676678096,0.712829936241803
"stutterer",-0.279545725096204,1.08196676678096,-1.12037659866219
"centerfold",-0.279545725096204,1.07233844114329,-0.0590464995072464
"infomercial",-0.279545725096204,1.07233844114329,0.133922609430016
"leftover",-0.279545725096204,1.07233844114329,-0.284177126600718
"chalky",-0.279545725096204,1.06271011550562,-0.38066168106935
"crusty",-0.279545725096204,1.06271011550562,-0.348500162913139
"naval",-0.279545725096204,1.06271011550562,0.0374380549613848
"skintight",-0.279545725096204,1.06271011550562,-0.734438380787664
"tanned",-0.279545725096204,1.06271011550562,0.294730200211068
"toeless",-0.279545725096204,1.06271011550562,0.294730200211068
"whiskered",-0.279545725096204,1.06271011550562,0.326891718367278
"swelling",-0.279545725096204,1.05308178986795,-0.734438380787664
"silky",-0.279545725096204,1.04345346423028,-0.509307753694191
"unpaved",-0.279545725096204,1.04345346423028,-0.38066168106935
"wastewater",-0.279545725096204,1.04345346423028,0.0695995731175952
"corded",-0.279545725096204,1.03382513859261,0.230407163898647
"eyeless",-0.279545725096204,1.03382513859261,0.00527653680517437
"fried",-0.279545725096204,1.03382513859261,-0.316338644756929
"grey",-0.279545725096204,1.03382513859261,0.712829936241803
"manicured",-0.279545725096204,1.03382513859261,-0.830922935256295
"minty",-0.279545725096204,1.03382513859261,-0.0912080176634561
"multicolored",-0.279545725096204,1.03382513859261,0.359053236523489
"perforated",-0.279545725096204,1.03382513859261,-0.573630790006612
"quadriplegic",-0.279545725096204,1.03382513859261,0.809314490710434
"rectangular",-0.279545725096204,1.03382513859261,0.0695995731175952
"sockless",-0.279545725096204,1.03382513859261,-0.0590464995072464
"sole",-0.279545725096204,1.03382513859261,0.230407163898647
"topless",-0.279545725096204,1.03382513859261,-0.155531053975877
"bifocal",-0.279545725096204,1.02419681295494,-0.0912080176634561
"waxy",-0.279545725096204,1.02419681295494,-0.509307753694191
"bicuspid",-0.279545725096204,1.01456848731727,0.519860827304541
"fluorine",-0.279545725096204,1.01456848731727,1.03444511780391
"bloody",-0.279545725096204,1.0049401616796,0.326891718367278
"starry",-0.279545725096204,1.0049401616796,0.00527653680517437
"sugared",-0.279545725096204,1.0049401616796,0.00527653680517437
"bathing",-0.279545725096204,0.995311836041926,-0.605792308162822
"blooming",-0.279545725096204,0.995311836041926,-0.734438380787664
"breaded",-0.279545725096204,0.995311836041926,0.326891718367278
"bronzed",-0.279545725096204,0.995311836041926,-0.605792308162822
"creaky",-0.279545725096204,0.995311836041926,-0.123369535819667
"dead",-0.279545725096204,0.995311836041926,0.391214754679699
"dorsal",-0.279545725096204,0.995311836041926,0.0695995731175952
"earless",-0.279545725096204,0.995311836041926,0.0374380549613848
"green",-0.279545725096204,0.995311836041926,0.230407163898647
"hieroglyphic",-0.279545725096204,0.995311836041926,0.680668418085593
"legless",-0.279545725096204,0.995311836041926,0.48769930914833
"pubic",-0.279545725096204,0.995311836041926,0.48769930914833
"spiky",-0.279545725096204,0.995311836041926,0.326891718367278
"stagehand",-0.279545725096204,0.995311836041926,-0.348500162913139
"tabloid",-0.279545725096204,0.995311836041926,0.101761091273806
"taller",-0.279545725096204,0.995311836041926,-0.123369535819667
"triangular",-0.279545725096204,0.995311836041926,0.166084127586226
"underground",-0.279545725096204,0.995311836041926,0.0695995731175952
"bioluminescent",-0.279545725096204,0.976055184766583,0.0374380549613848
"blinder",-0.279545725096204,0.966426859128912,0.230407163898647
"ceramic",-0.279545725096204,0.966426859128912,-0.123369535819667
"crispy",-0.279545725096204,0.966426859128912,-0.219854090288298
"cupful",-0.279545725096204,0.966426859128912,0.905799045179065
"freezing",-0.279545725096204,0.966426859128912,-0.026884981351036
"glazed",-0.279545725096204,0.966426859128912,-0.605792308162822
"lounger",-0.279545725096204,0.966426859128912,0.359053236523489
"minced",-0.279545725096204,0.966426859128912,-0.026884981351036
"oval",-0.279545725096204,0.966426859128912,0.809314490710434
"overcast",-0.279545725096204,0.966426859128912,-0.0590464995072464
"pebbled",-0.279545725096204,0.966426859128912,0.198245645742437
"purple",-0.279545725096204,0.966426859128912,0.905799045179065
"scarlet",-0.279545725096204,0.966426859128912,0.133922609430016
"serrated",-0.279545725096204,0.966426859128912,0.133922609430016
"smoky",-0.279545725096204,0.966426859128912,0.552022345460751
"stinging",-0.279545725096204,0.966426859128912,0.133922609430016
"striped",-0.279545725096204,0.966426859128912,0.133922609430016
"stubbly",-0.279545725096204,0.966426859128912,0.45553779099212
"aboveground",-0.279545725096204,0.956798533491242,0.294730200211068
"blind",-0.279545725096204,0.956798533491242,0.00527653680517437
"metallic",-0.279545725096204,0.956798533491242,-0.41282319922556
"salted",-0.279545725096204,0.956798533491242,0.391214754679699
"bipedal",-0.279545725096204,0.927913556578228,0.101761091273806
"cloudy",-0.279545725096204,0.927913556578228,0.519860827304541
"colored",-0.279545725096204,0.927913556578228,-0.252015608444508
"comic",-0.279545725096204,0.927913556578228,0.326891718367278
"crimson",-0.279545725096204,0.927913556578228,0.937960563335275
"evergreen",-0.279545725096204,0.927913556578228,0.777152972554223
"featherless",-0.279545725096204,0.927913556578228,0.00527653680517437
"frosted",-0.279545725096204,0.927913556578228,0.519860827304541
"horned",-0.279545725096204,0.927913556578228,0.230407163898647
"invertebrate",-0.279545725096204,0.927913556578228,0.937960563335275
"mashed",-0.279545725096204,0.927913556578228,0.00527653680517437
"mauve",-0.279545725096204,0.927913556578228,0.841476008866644
"meatpacking",-0.279545725096204,0.927913556578228,-0.798761417100085
"military",-0.279545725096204,0.927913556578228,-0.0590464995072464
"moist",-0.279545725096204,0.927913556578228,-0.541469271850402
"paraplegic",-0.279545725096204,0.927913556578228,0.262568682054858
"pastel",-0.279545725096204,0.927913556578228,1.09876815411633
"plump",-0.279545725096204,0.927913556578228,-0.123369535819667
"reclining",-0.279545725096204,0.927913556578228,-0.316338644756929
"solar",-0.279545725096204,0.927913556578228,-0.252015608444508
"sweet",-0.279545725096204,0.927913556578228,-0.0590464995072464
"thick",-0.279545725096204,0.927913556578228,-0.637953826319033
"typewritten",-0.279545725096204,0.927913556578228,0.166084127586226
"unpeeled",-0.279545725096204,0.927913556578228,-0.0590464995072464
"collarless",-0.279545725096204,0.899028579665216,0.00527653680517437
"deceased",-0.279545725096204,0.899028579665216,0.230407163898647
"hexagonal",-0.279545725096204,0.899028579665216,0.552022345460751
"pointy",-0.279545725096204,0.899028579665216,0.198245645742437
"springy",-0.279545725096204,0.899028579665216,-0.670115344475243
"steroid",-0.279545725096204,0.899028579665216,0.48769930914833
"unbuckled",-0.279545725096204,0.899028579665216,0.648506899929382
"cursive",-0.279545725096204,0.889400254027544,0.552022345460751
"diagonal",-0.279545725096204,0.889400254027544,0.359053236523489
"equestrian",-0.279545725096204,0.889400254027544,0.166084127586226
"feathered",-0.279545725096204,0.889400254027544,0.552022345460751
"flaming",-0.279545725096204,0.889400254027544,0.133922609430016
"furry",-0.279545725096204,0.889400254027544,0.48769930914833
"fuzzy",-0.279545725096204,0.889400254027544,0.101761091273806
"hind",-0.279545725096204,0.889400254027544,0.905799045179065
"humpbacked",-0.279545725096204,0.889400254027544,0.809314490710434
"juicy",-0.279545725096204,0.889400254027544,-0.187692572132087
"pyrotechnic",-0.279545725096204,0.889400254027544,-0.41282319922556
"stormy",-0.279545725096204,0.889400254027544,-0.0590464995072464
"woolly",-0.279545725096204,0.889400254027544,-0.026884981351036
"stationary",-0.279545725096204,0.879771928389874,-0.477146235537981
"slippery",-0.279545725096204,0.870143602752202,-0.0912080176634561
"anesthetic",-0.279545725096204,0.860515277114531,0.00527653680517437
"balding",-0.279545725096204,0.860515277114531,0.326891718367278
"bovine",-0.279545725096204,0.860515277114531,1.03444511780391
"fecal",-0.279545725096204,0.860515277114531,0.584183863616962
"frilly",-0.279545725096204,0.860515277114531,0.198245645742437
"glittering",-0.279545725096204,0.860515277114531,0.359053236523489
"greased",-0.279545725096204,0.860515277114531,0.841476008866644
"handheld",-0.279545725096204,0.860515277114531,0.584183863616962
"inflated",-0.279545725096204,0.860515277114531,-0.670115344475243
"interstate",-0.279545725096204,0.860515277114531,1.0022835996477
"laminated",-0.279545725096204,0.860515277114531,0.841476008866644
"moldy",-0.279545725096204,0.860515277114531,0.42337627283591
"northeastern",-0.279545725096204,0.860515277114531,0.166084127586226
"outdoor",-0.279545725096204,0.860515277114531,0.133922609430016
"pink",-0.279545725096204,0.860515277114531,0.584183863616962
"salty",-0.279545725096204,0.860515277114531,0.937960563335275
"scrambled",-0.279545725096204,0.860515277114531,-0.670115344475243
"sculptured",-0.279545725096204,0.860515277114531,-0.670115344475243
"slim",-0.279545725096204,0.860515277114531,-0.219854090288298
"strapless",-0.279545725096204,0.860515277114531,-0.477146235537981
"volcanic",-0.279545725096204,0.860515277114531,0.680668418085593
"watermarked",-0.279545725096204,0.860515277114531,0.0374380549613848
"watery",-0.279545725096204,0.860515277114531,-0.0590464995072464
"braless",-0.279545725096204,0.85088695147686,0.552022345460751
"bright",-0.279545725096204,0.85088695147686,-0.702276862631453
"deepwater",-0.279545725096204,0.85088695147686,0.133922609430016
"fleshless",-0.279545725096204,0.85088695147686,0.45553779099212
"forkful",-0.279545725096204,0.85088695147686,0.45553779099212
"hardboiled",-0.279545725096204,0.85088695147686,0.166084127586226
"metacarpal",-0.279545725096204,0.85088695147686,1.3238987812098
"subtotal",-0.279545725096204,0.85088695147686,0.648506899929382
"taut",-0.279545725096204,0.85088695147686,0.0374380549613848
"pickled",-0.279545725096204,0.841258625839189,-0.219854090288298
"frosty",-0.279545725096204,0.831630300201518,0.262568682054858
"gated",-0.279545725096204,0.831630300201518,0.262568682054858
"hooded",-0.279545725096204,0.831630300201518,0.552022345460751
"jellied",-0.279545725096204,0.831630300201518,-0.123369535819667
"motorized",-0.279545725096204,0.831630300201518,-0.219854090288298
"phosphorous",-0.279545725096204,0.831630300201518,0.712829936241803
"recycled",-0.279545725096204,0.831630300201518,0.294730200211068
"round",-0.279545725096204,0.831630300201518,0.809314490710434
"unsalted",-0.279545725096204,0.831630300201518,-0.0912080176634561
"velvety",-0.279545725096204,0.831630300201518,-0.0912080176634561
"bulletproof",-0.279545725096204,0.822001974563847,0.519860827304541
"coastal",-0.279545725096204,0.822001974563847,0.45553779099212
"contraceptive",-0.279545725096204,0.822001974563847,0.873637527022854
"dimpled",-0.279545725096204,0.822001974563847,0.00527653680517437
"leafy",-0.279545725096204,0.822001974563847,0.42337627283591
"prickly",-0.279545725096204,0.822001974563847,0.809314490710434
"sugarless",-0.279545725096204,0.822001974563847,0.873637527022854
"sugary",-0.279545725096204,0.822001974563847,0.712829936241803
"white",-0.279545725096204,0.822001974563847,0.45553779099212
"apache",-0.279545725096204,0.812373648926176,0.294730200211068
"backhand",-0.279545725096204,0.812373648926176,0.584183863616962
"frothy",-0.279545725096204,0.812373648926176,0.48769930914833
"haired",-0.279545725096204,0.812373648926176,0.712829936241803
"hilly",-0.279545725096204,0.812373648926176,0.680668418085593
"powdered",-0.279545725096204,0.812373648926176,0.712829936241803
"soft",-0.279545725096204,0.812373648926176,0.970122081491486
"umbilical",-0.279545725096204,0.812373648926176,0.391214754679699
"waxed",-0.279545725096204,0.812373648926176,-0.316338644756929
"wigless",-0.279545725096204,0.812373648926176,0.133922609430016
"rotten",-0.279545725096204,0.802745323288505,1.06660663596012
"chemical",-0.279545725096204,0.793116997650834,0.294730200211068
"florescent",-0.279545725096204,0.793116997650834,-0.0590464995072464
"fluffy",-0.279545725096204,0.793116997650834,-0.348500162913139
"freckled",-0.279545725096204,0.793116997650834,0.48769930914833
"roundabout",-0.279545725096204,0.793116997650834,0.42337627283591
"sharp",-0.279545725096204,0.793116997650834,0.230407163898647
"smashing",-0.279545725096204,0.793116997650834,0.294730200211068
"stillborn",-0.279545725096204,0.793116997650834,1.06660663596012
"thirsty",-0.279545725096204,0.793116997650834,0.680668418085593
"uncooked",-0.279545725096204,0.793116997650834,-0.0590464995072464
"windowless",-0.279545725096204,0.793116997650834,-0.219854090288298
"windy",-0.279545725096204,0.793116997650834,0.230407163898647
"woolen",-0.279545725096204,0.793116997650834,0.391214754679699
"antiseptic",-0.279545725096204,0.783488672013163,0.0695995731175952
"cold",-0.279545725096204,0.783488672013163,0.48769930914833
"crisper",-0.279545725096204,0.783488672013163,-0.348500162913139
"curdled",-0.279545725096204,0.783488672013163,1.0022835996477
"gloved",-0.279545725096204,0.783488672013163,0.45553779099212
"meatless",-0.279545725096204,0.783488672013163,0.262568682054858
"southernmost",-0.279545725096204,0.783488672013163,0.552022345460751
"jaundiced",-0.279545725096204,0.773860346375492,0.326891718367278
"maroon",-0.279545725096204,0.773860346375492,0.198245645742437
"varicose",-0.279545725096204,0.773860346375492,0.198245645742437
"webbed",-0.279545725096204,0.773860346375492,0.519860827304541
"autographed",-0.279545725096204,0.764232020737821,0.0695995731175952
"cordless",-0.279545725096204,0.764232020737821,0.519860827304541
"frizzy",-0.279545725096204,0.764232020737821,0.712829936241803
"gymnastic",-0.279545725096204,0.764232020737821,0.359053236523489
"nasal",-0.279545725096204,0.764232020737821,0.359053236523489
"oily",-0.279545725096204,0.764232020737821,0.00527653680517437
"rough",-0.279545725096204,0.764232020737821,0.519860827304541
"soldering",-0.279545725096204,0.764232020737821,0.519860827304541
"spherical",-0.279545725096204,0.764232020737821,-0.155531053975877
"thin",-0.279545725096204,0.764232020737821,0.42337627283591
"undersea",-0.279545725096204,0.764232020737821,0.42337627283591
"ablaze",-0.279545725096204,0.75460369510015,0.0374380549613848
"arched",-0.279545725096204,0.75460369510015,0.42337627283591
"greasy",-0.279545725096204,0.75460369510015,0.584183863616962
"intestinal",-0.279545725096204,0.75460369510015,-0.0912080176634561
"muscular",-0.279545725096204,0.75460369510015,0.519860827304541
"shuttered",-0.279545725096204,0.75460369510015,0.42337627283591
"backpedal",-0.279545725096204,0.744975369462479,0.841476008866644
"barbed",-0.279545725096204,0.744975369462479,0.101761091273806
"crunchy",-0.279545725096204,0.744975369462479,0.230407163898647
"damp",-0.279545725096204,0.744975369462479,0.48769930914833
"dotted",-0.279545725096204,0.744975369462479,0.48769930914833
"flatulent",-0.279545725096204,0.744975369462479,0.873637527022854
"floppy",-0.279545725096204,0.744975369462479,0.48769930914833
"lidless",-0.279545725096204,0.744975369462479,0.294730200211068
"masked",-0.279545725096204,0.744975369462479,1.19525270858496
"overcrowded",-0.279545725096204,0.744975369462479,0.294730200211068
"quintuple",-0.279545725096204,0.744975369462479,0.680668418085593
"runaway",-0.279545725096204,0.744975369462479,0.294730200211068
"sectional",-0.279545725096204,0.744975369462479,0.680668418085593
"skinless",-0.279545725096204,0.744975369462479,0.937960563335275
"smooth",-0.279545725096204,0.744975369462479,0.294730200211068
"unthawed",-0.279545725096204,0.744975369462479,0.262568682054858
"foggy",-0.279545725096204,0.735347043824808,1.03444511780391
"latticed",-0.279545725096204,0.735347043824808,-0.219854090288298
"onstage",-0.279545725096204,0.735347043824808,0.552022345460751
"seamless",-0.279545725096204,0.735347043824808,0.133922609430016
"unplugged",-0.279545725096204,0.735347043824808,0.48769930914833
"circular",-0.279545725096204,0.725718718187137,0.616345381773172
"crooked",-0.279545725096204,0.725718718187137,-0.026884981351036
"dusty",-0.279545725096204,0.725718718187137,0.552022345460751
"flowered",-0.279545725096204,0.725718718187137,0.744991454398013
"fossilized",-0.279545725096204,0.725718718187137,0.970122081491486
"frayed",-0.279545725096204,0.725718718187137,0.294730200211068
"iced",-0.279545725096204,0.725718718187137,0.166084127586226
"ingest",-0.279545725096204,0.725718718187137,0.712829936241803
"overnighter",-0.279545725096204,0.725718718187137,0.45553779099212
"pale",-0.279545725096204,0.725718718187137,0.552022345460751
"perfumed",-0.279545725096204,0.725718718187137,0.00527653680517437
"phosphorescent",-0.279545725096204,0.725718718187137,0.230407163898647
"steaming",-0.279545725096204,0.725718718187137,0.262568682054858
"unbleached",-0.279545725096204,0.725718718187137,0.873637527022854
"colorful",-0.279545725096204,0.716090392549466,0.873637527022854
"decomposed",-0.279545725096204,0.716090392549466,-0.187692572132087
"fluorescent",-0.279545725096204,0.716090392549466,0.616345381773172
"jacketed",-0.279545725096204,0.716090392549466,-0.0590464995072464
"neuromuscular",-0.279545725096204,0.716090392549466,0.519860827304541
"sable",-0.279545725096204,0.716090392549466,1.42038333567843
"wetter",-0.279545725096204,0.716090392549466,0.326891718367278
"aflame",-0.279545725096204,0.706462066911795,0.616345381773172
"corseted",-0.279545725096204,0.706462066911795,0.616345381773172
"dry",-0.279545725096204,0.706462066911795,0.841476008866644
"fringed",-0.279545725096204,0.706462066911795,0.970122081491486
"limbless",-0.279545725096204,0.706462066911795,0.777152972554223
"stable",-0.279545725096204,0.706462066911795,0.841476008866644
"syrupy",-0.279545725096204,0.706462066911795,0.101761091273806
"tinkling",-0.279545725096204,0.706462066911795,-0.123369535819667
"unbaked",-0.279545725096204,0.706462066911795,0.970122081491486
"black",-0.279545725096204,0.696833741274124,1.58119092645948
"blue",-0.279545725096204,0.696833741274124,0.970122081491486
"bumpy",-0.279545725096204,0.696833741274124,0.584183863616962
"chubby",-0.279545725096204,0.696833741274124,0.391214754679699
"coaxial",-0.279545725096204,0.696833741274124,1.42038333567843
"cockeyed",-0.279545725096204,0.696833741274124,0.48769930914833
"corrugated",-0.279545725096204,0.696833741274124,0.873637527022854
"hard",-0.279545725096204,0.696833741274124,0.48769930914833
